Iteration 100: Current Loss = 354701.5732765249, T = 0.1781
Optimization complete. Best Loss: 351750.74279427796 | Best Parameters: [1.85000000e+03 8.10943842e-01 1.53131085e+01]
Iteration 100: Current Loss = 355016.8735936692, T = 0.1781
Iteration 200: Current Loss = 354864.6305161758, T = 0.1586
Iteration 300: Current Loss = 354375.87751315197, T = 0.1491
Iteration 400: Current Loss = 353304.9806753471, T = 0.1430
Iteration 500: Current Loss = 352699.7000498405, T = 0.1386
Iteration 600: Current Loss = 352082.1144128614, T = 0.1352
Iteration 700: Current Loss = 351884.28799945785, T = 0.1324
Iteration 800: Current Loss = 351738.088873334, T = 0.1301
Iteration 900: Current Loss = 351698.9238646869, T = 0.1281
Iteration 1000: Current Loss = 351698.9238646869, T = 0.1264
Optimization complete. Best Loss: 351698.9238646869 | Best Parameters: [1.85000000e+03 8.79937652e-01 1.61163182e+01]
Iteration 100: Current Loss = 353506.92995223636, T = 0.1781
Iteration 200: Current Loss = 352911.9958338546, T = 0.1586
Iteration 300: Current Loss = 352728.8428886728, T = 0.1491
Iteration 400: Current Loss = 352474.4466589037, T = 0.1430
Iteration 500: Current Loss = 352083.97553431045, T = 0.1386
Iteration 600: Current Loss = 351855.6854542998, T = 0.1352
Iteration 700: Current Loss = 351688.0969931189, T = 0.1324
Iteration 800: Current Loss = 351646.61525632074, T = 0.1301
Iteration 900: Current Loss = 351615.6643741317, T = 0.1281
Iteration 1000: Current Loss = 351615.6643741317, T = 0.1264
Optimization complete. Best Loss: 351615.6643741317 | Best Parameters: [1.85000000e+03 1.00458852e+00 1.80576536e+01]
Iteration 100: Current Loss = 353701.25114921376, T = 0.1781
Iteration 200: Current Loss = 353701.12317541154, T = 0.1586
Iteration 300: Current Loss = 353701.12317541154, T = 0.1491
Iteration 400: Current Loss = 353701.12317541154, T = 0.1430
Iteration 500: Current Loss = 353701.12317541154, T = 0.1386
Iteration 600: Current Loss = 353701.12317541154, T = 0.1352
Iteration 700: Current Loss = 353701.12317541154, T = 0.1324
Iteration 800: Current Loss = 353701.12317541154, T = 0.1301
Iteration 900: Current Loss = 353701.12317541154, T = 0.1281
Iteration 1000: Current Loss = 353701.12317541154, T = 0.1264
Optimization complete. Best Loss: 353701.12317541154 | Best Parameters: [1.85e+03 5.00e-02 5.00e-02]
Iteration 100: Current Loss = 353701.12420990027, T = 0.1781
Iteration 200: Current Loss = 353701.12317541154, T = 0.1586
Iteration 300: Current Loss = 353701.12317541154, T = 0.1491
Iteration 400: Current Loss = 353701.12317541154, T = 0.1430
Iteration 500: Current Loss = 353701.12317541154, T = 0.1386
Iteration 600: Current Loss = 353701.12317541154, T = 0.1352
Iteration 700: Current Loss = 353701.12317541154, T = 0.1324
Iteration 800: Current Loss = 353701.12317541154, T = 0.1301
Iteration 900: Current Loss = 353701.12317541154, T = 0.1281
Iteration 1000: Current Loss = 353701.12317541154, T = 0.1264
Optimization complete. Best Loss: 353701.12317541154 | Best Parameters: [1.85e+03 5.00e-02 5.00e-02]
Iteration 100: Current Loss = 353701.12317541154, T = 0.1781
Iteration 200: Current Loss = 353701.12317541154, T = 0.1586
Iteration 300: Current Loss = 353701.12317541154, T = 0.1491
Iteration 400: Current Loss = 353298.9857959528, T = 0.1430
Iteration 500: Current Loss = 352804.4889372131, T = 0.1386
Iteration 600: Current Loss = 352340.5388391105, T = 0.1352
Iteration 700: Current Loss = 352038.05090691673, T = 0.1324
Iteration 800: Current Loss = 351912.2443734096, T = 0.1301
Iteration 900: Current Loss = 351859.1023933137, T = 0.1281
Iteration 1000: Current Loss = 351817.5365192023, T = 0.1264
Optimization complete. Best Loss: 351817.5365192023 | Best Parameters: [1.85000000e+03 7.63737809e-01 1.44898404e+01]
Iteration 100: Current Loss = 353701.12317541154, T = 0.1781
Iteration 200: Current Loss = 353701.12317541154, T = 0.1586
Iteration 300: Current Loss = 353700.67526179657, T = 0.1491
Iteration 400: Current Loss = 353700.67526179657, T = 0.1430
Iteration 500: Current Loss = 353700.67526179657, T = 0.1386
Iteration 600: Current Loss = 353700.67526179657, T = 0.1352
Iteration 700: Current Loss = 353700.67526179657, T = 0.1324
Iteration 800: Current Loss = 353700.67526179657, T = 0.1301
Iteration 900: Current Loss = 353700.67526179657, T = 0.1281
Iteration 1000: Current Loss = 353700.67526179657, T = 0.1264
Optimization complete. Best Loss: 353700.67526179657 | Best Parameters: [1.85000000e+03 2.16616557e-01 2.72428978e+00]
Iteration 100: Current Loss = 353701.12317541154, T = 0.1781
Iteration 200: Current Loss = 353654.4136443197, T = 0.1586
Iteration 300: Current Loss = 353051.7350731632, T = 0.1491
Iteration 400: Current Loss = 352616.14242680924, T = 0.1430
Iteration 500: Current Loss = 352181.54451334843, T = 0.1386
Iteration 600: Current Loss = 351990.4208362983, T = 0.1352
Iteration 700: Current Loss = 351910.410238048, T = 0.1324
Iteration 800: Current Loss = 351745.9137837288, T = 0.1301
Iteration 900: Current Loss = 351616.7650544408, T = 0.1281
Iteration 1000: Current Loss = 351570.88272497244, T = 0.1264
Optimization complete. Best Loss: 351570.88272497244 | Best Parameters: [1.85000000e+03 1.14004808e+00 2.00000000e+01]
Iteration 100: Current Loss = 353701.12317541154, T = 0.1781
Iteration 200: Current Loss = 353701.12317541154, T = 0.1586
Iteration 300: Current Loss = 353701.12317541154, T = 0.1491
Iteration 400: Current Loss = 353701.12317541154, T = 0.1430
Iteration 500: Current Loss = 353684.85031272075, T = 0.1386
Iteration 600: Current Loss = 352583.11787398235, T = 0.1352
Iteration 700: Current Loss = 352157.1607624321, T = 0.1324
Iteration 800: Current Loss = 351842.565987912, T = 0.1301
Iteration 900: Current Loss = 351842.565987912, T = 0.1281
Iteration 1000: Current Loss = 351842.565987912, T = 0.1264
Optimization complete. Best Loss: 351842.565987912 | Best Parameters: [1.85000000e+03 8.17717361e-01 1.44649817e+01]
Iteration 100: Current Loss = 353492.1477296904, T = 0.1781
Iteration 200: Current Loss = 353234.13434642344, T = 0.1586
Iteration 300: Current Loss = 352637.1782011663, T = 0.1491
Iteration 400: Current Loss = 352611.55028901686, T = 0.1430
Iteration 500: Current Loss = 352574.9689132526, T = 0.1386
Iteration 600: Current Loss = 352375.3945219952, T = 0.1352
Iteration 700: Current Loss = 351859.3921284598, T = 0.1324
Iteration 800: Current Loss = 351742.5102344101, T = 0.1301
Iteration 900: Current Loss = 351711.18130898516, T = 0.1281
Iteration 1000: Current Loss = 351710.2685211262, T = 0.1264
Optimization complete. Best Loss: 351710.2685211262 | Best Parameters: [1.85000000e+03 8.48063957e-01 1.59187040e+01]
Iteration 100: Current Loss = 353676.07122700126, T = 0.1781
Iteration 200: Current Loss = 352567.36571671057, T = 0.1586
Iteration 300: Current Loss = 352042.0285266724, T = 0.1491
Iteration 400: Current Loss = 351660.166949283, T = 0.1430
Iteration 500: Current Loss = 351601.26331646566, T = 0.1386
Iteration 600: Current Loss = 351601.26331646566, T = 0.1352
Iteration 700: Current Loss = 351580.094979702, T = 0.1324
Iteration 800: Current Loss = 351568.5271988274, T = 0.1301
Iteration 900: Current Loss = 351568.5271988274, T = 0.1281
Iteration 1000: Current Loss = 351568.5271988274, T = 0.1264
Optimization complete. Best Loss: 351568.5271988274 | Best Parameters: [1.85000000e+03 1.12608234e+00 2.00000000e+01]
Iteration 100: Current Loss = 353701.12317541154, T = 0.1781
Iteration 200: Current Loss = 353291.42363785073, T = 0.1586
Iteration 300: Current Loss = 352242.10175639245, T = 0.1491
Iteration 400: Current Loss = 351787.3566175962, T = 0.1430
Iteration 500: Current Loss = 351692.9904285778, T = 0.1386
Iteration 600: Current Loss = 351692.125181978, T = 0.1352
Iteration 700: Current Loss = 351642.43382634566, T = 0.1324
Iteration 800: Current Loss = 351603.59520802216, T = 0.1301
Iteration 900: Current Loss = 351603.5131643676, T = 0.1281
Iteration 1000: Current Loss = 351603.5131643676, T = 0.1264
Optimization complete. Best Loss: 351603.5131643676 | Best Parameters: [1.85000000e+03 1.04402676e+00 1.85430936e+01]
Iteration 100: Current Loss = 353701.12317541154, T = 0.1781
Iteration 200: Current Loss = 353238.8158680514, T = 0.1586
Iteration 300: Current Loss = 352647.14872397896, T = 0.1491
Iteration 400: Current Loss = 352227.4333370606, T = 0.1430
Iteration 500: Current Loss = 351734.48072942236, T = 0.1386
Iteration 600: Current Loss = 351707.7688588417, T = 0.1352
Iteration 700: Current Loss = 351669.1699871599, T = 0.1324
Iteration 800: Current Loss = 351583.2391794884, T = 0.1301
Iteration 900: Current Loss = 351583.2391794884, T = 0.1281
Iteration 1000: Current Loss = 351582.58531550865, T = 0.1264
Optimization complete. Best Loss: 351582.58531550865 | Best Parameters: [1.85000000e+03 1.11579047e+00 1.95215391e+01]
Iteration 100: Current Loss = 355008.8956686538, T = 0.1781
Iteration 200: Current Loss = 354809.91914927616, T = 0.1586
Iteration 300: Current Loss = 354579.6133678005, T = 0.1491
Iteration 400: Current Loss = 354344.08414280374, T = 0.1430
Iteration 500: Current Loss = 354201.6773560069, T = 0.1386
Iteration 600: Current Loss = 354011.22087724134, T = 0.1352
Iteration 700: Current Loss = 353767.1157701973, T = 0.1324
Iteration 800: Current Loss = 353489.8241415471, T = 0.1301
Iteration 900: Current Loss = 353067.1212580156, T = 0.1281
Iteration 1000: Current Loss = 352755.42595222336, T = 0.1264
Optimization complete. Best Loss: 352755.42595222336 | Best Parameters: [1.85024279e+03 4.48259780e-01 8.70627737e+00]
Iteration 100: Current Loss = 354952.56563139387, T = 0.1781
Iteration 200: Current Loss = 354773.6525462654, T = 0.1586
Iteration 300: Current Loss = 354490.33924126776, T = 0.1491
Iteration 400: Current Loss = 354101.17152568215, T = 0.1430
Iteration 500: Current Loss = 353411.01145280723, T = 0.1386
Iteration 600: Current Loss = 352726.5273111174, T = 0.1352
Iteration 700: Current Loss = 352518.93069507065, T = 0.1324
Iteration 800: Current Loss = 352305.28291699814, T = 0.1301
Iteration 900: Current Loss = 352113.7881412815, T = 0.1281
Iteration 1000: Current Loss = 352046.353465599, T = 0.1264
Optimization complete. Best Loss: 352046.353465599 | Best Parameters: [1.85002185e+03 6.49085151e-01 1.25577348e+01]
Iteration 100: Current Loss = 354827.42854708625, T = 0.1781
Iteration 200: Current Loss = 354414.1557297324, T = 0.1586
Iteration 300: Current Loss = 353907.657397686, T = 0.1491
Iteration 400: Current Loss = 353450.42499498447, T = 0.1430
Iteration 500: Current Loss = 352890.26093786873, T = 0.1386
Iteration 600: Current Loss = 352604.31361596734, T = 0.1352
Iteration 700: Current Loss = 352203.17380299047, T = 0.1324
Iteration 800: Current Loss = 352136.7603748812, T = 0.1301
Iteration 900: Current Loss = 352000.3491340601, T = 0.1281
Iteration 1000: Current Loss = 351903.9844047546, T = 0.1264
Optimization complete. Best Loss: 351903.9844047546 | Best Parameters: [1.85010012e+03 7.88185627e-01 1.40923742e+01]
Iteration 100: Current Loss = 353701.12317541154, T = 0.1781
Iteration 200: Current Loss = 353701.12317541154, T = 0.1586
Iteration 300: Current Loss = 353701.12317541154, T = 0.1491
Iteration 400: Current Loss = 353701.12317541154, T = 0.1430
Iteration 500: Current Loss = 353701.12317541154, T = 0.1386
Iteration 600: Current Loss = 353701.12317541154, T = 0.1352
Iteration 700: Current Loss = 353701.12317541154, T = 0.1324
Iteration 800: Current Loss = 353700.64950135135, T = 0.1301
Iteration 900: Current Loss = 353700.64950135135, T = 0.1281
Iteration 1000: Current Loss = 353700.64950135135, T = 0.1264
Optimization complete. Best Loss: 353700.64950135135 | Best Parameters: [1.85000000e+03 2.24582136e-01 2.74384661e+00]
Iteration 100: Current Loss = 353890.56094959757, T = 0.1781
Iteration 200: Current Loss = 353371.5960639643, T = 0.1586
Iteration 300: Current Loss = 352587.7998999064, T = 0.1491
Iteration 400: Current Loss = 352459.7523473513, T = 0.1430
Iteration 500: Current Loss = 351855.22165212967, T = 0.1386
Iteration 600: Current Loss = 351698.2156410969, T = 0.1352
Iteration 700: Current Loss = 351638.0215512367, T = 0.1324
Iteration 800: Current Loss = 351609.6282576907, T = 0.1301
Iteration 900: Current Loss = 351605.1208499415, T = 0.1281
Iteration 1000: Current Loss = 351576.8128197987, T = 0.1264
Optimization complete. Best Loss: 351576.8128197987 | Best Parameters: [1.85000000e+03 1.15700012e+00 2.00000000e+01]
Iteration 100: Current Loss = 354866.11290866975, T = 0.1781
Iteration 200: Current Loss = 354512.23910228955, T = 0.1586
Iteration 300: Current Loss = 354165.87649383605, T = 0.1491
Iteration 400: Current Loss = 353843.3789748539, T = 0.1430
Iteration 500: Current Loss = 353233.1726293069, T = 0.1386
Iteration 600: Current Loss = 352716.03785414615, T = 0.1352
Iteration 700: Current Loss = 352165.5991083721, T = 0.1324
Iteration 800: Current Loss = 352010.7577343238, T = 0.1301
Iteration 900: Current Loss = 351806.15993647097, T = 0.1281
Iteration 1000: Current Loss = 351773.12961829925, T = 0.1264
Optimization complete. Best Loss: 351773.12961829925 | Best Parameters: [1.85000000e+03 7.93583953e-01 1.60482470e+01]
Iteration 100: Current Loss = 353701.12317541154, T = 0.1781
Iteration 200: Current Loss = 353701.12317541154, T = 0.1586
Iteration 300: Current Loss = 353701.12317541154, T = 0.1491
Iteration 400: Current Loss = 353701.12317541154, T = 0.1430
Iteration 500: Current Loss = 353701.12317541154, T = 0.1386
Iteration 600: Current Loss = 353701.12317541154, T = 0.1352
Iteration 700: Current Loss = 353701.12317541154, T = 0.1324
Iteration 800: Current Loss = 353701.12317541154, T = 0.1301
Iteration 900: Current Loss = 353701.12317541154, T = 0.1281
Iteration 1000: Current Loss = 353701.12317541154, T = 0.1264
Optimization complete. Best Loss: 353701.12317541154 | Best Parameters: [1.85e+03 5.00e-02 5.00e-02]
Iteration 100: Current Loss = 353701.13559884834, T = 0.1781
Iteration 200: Current Loss = 353701.12317541154, T = 0.1586
Iteration 300: Current Loss = 353701.12317541154, T = 0.1491
Iteration 400: Current Loss = 353701.12317541154, T = 0.1430
Iteration 500: Current Loss = 353701.12317541154, T = 0.1386
Iteration 600: Current Loss = 353701.12317541154, T = 0.1352
Iteration 700: Current Loss = 353701.12317541154, T = 0.1324
Iteration 800: Current Loss = 353701.12317541154, T = 0.1301
Iteration 900: Current Loss = 353701.12317541154, T = 0.1281
Iteration 1000: Current Loss = 353701.12317541154, T = 0.1264
Optimization complete. Best Loss: 353701.12317541154 | Best Parameters: [1.85e+03 5.00e-02 5.00e-02]
Iteration 100: Current Loss = 354508.9326958113, T = 0.1781
Iteration 200: Current Loss = 352673.5426889709, T = 0.1586
Iteration 300: Current Loss = 352217.1021395175, T = 0.1491
Iteration 400: Current Loss = 352131.61001829227, T = 0.1430
Iteration 500: Current Loss = 351930.66486718314, T = 0.1386
Iteration 600: Current Loss = 351811.12043037143, T = 0.1352
Iteration 700: Current Loss = 351697.96382805286, T = 0.1324
Iteration 800: Current Loss = 351646.0956662461, T = 0.1301
Iteration 900: Current Loss = 351635.1039635877, T = 0.1281
Iteration 1000: Current Loss = 351600.35992720723, T = 0.1264
Optimization complete. Best Loss: 351600.35992720723 | Best Parameters: [1.85000000e+03 1.16432795e+00 1.96784208e+01]
Iteration 100: Current Loss = 355139.1722479488, T = 0.1781
Iteration 200: Current Loss = 354748.604145263, T = 0.1586
Iteration 300: Current Loss = 353558.2550939314, T = 0.1491
Iteration 400: Current Loss = 352764.574276006, T = 0.1430
Iteration 500: Current Loss = 352187.7685793344, T = 0.1386
Iteration 600: Current Loss = 352101.9350298385, T = 0.1352
Iteration 700: Current Loss = 351969.9439490421, T = 0.1324
Iteration 800: Current Loss = 351808.6908854904, T = 0.1301
Iteration 900: Current Loss = 351704.77042378375, T = 0.1281
Iteration 1000: Current Loss = 351631.46737444383, T = 0.1264
Optimization complete. Best Loss: 351631.46737444383 | Best Parameters: [1.85000000e+03 9.44796837e-01 1.77574109e+01]
Iteration 100: Current Loss = 354393.86857597536, T = 0.1781
Iteration 200: Current Loss = 352636.24482772755, T = 0.1586
Iteration 300: Current Loss = 352319.1585361391, T = 0.1491
Iteration 400: Current Loss = 352234.65001699975, T = 0.1430
Iteration 500: Current Loss = 352234.65001699975, T = 0.1386
Iteration 600: Current Loss = 351899.68741995376, T = 0.1352
Iteration 700: Current Loss = 351899.68741995376, T = 0.1324
Iteration 800: Current Loss = 351889.46701234987, T = 0.1301
Iteration 900: Current Loss = 351743.0539168711, T = 0.1281
Iteration 1000: Current Loss = 351665.4538286515, T = 0.1264
Optimization complete. Best Loss: 351665.4538286515 | Best Parameters: [1.85000000e+03 8.93886653e-01 1.68101482e+01]
Iteration 100: Current Loss = 353701.12317541154, T = 0.1781
Iteration 200: Current Loss = 353701.12317541154, T = 0.1586
Iteration 300: Current Loss = 353701.12317541154, T = 0.1491
Iteration 400: Current Loss = 353701.12317541154, T = 0.1430
Iteration 500: Current Loss = 353669.05131409015, T = 0.1386
Iteration 600: Current Loss = 353233.3320968196, T = 0.1352
Iteration 700: Current Loss = 352274.66142926336, T = 0.1324
Iteration 800: Current Loss = 351805.45462907513, T = 0.1301
Iteration 900: Current Loss = 351681.39125177846, T = 0.1281
Iteration 1000: Current Loss = 351639.34680400154, T = 0.1264
Optimization complete. Best Loss: 351639.34680400154 | Best Parameters: [1.85000000e+03 9.85020065e-01 1.75166174e+01]
Iteration 100: Current Loss = 353201.07310377486, T = 0.1781
Iteration 200: Current Loss = 352462.06641056156, T = 0.1586
Iteration 300: Current Loss = 352025.4134404066, T = 0.1491
Iteration 400: Current Loss = 351829.6341074771, T = 0.1430
Iteration 500: Current Loss = 351732.4022275498, T = 0.1386
Iteration 600: Current Loss = 351682.9866312728, T = 0.1352
Iteration 700: Current Loss = 351680.162406526, T = 0.1324
Iteration 800: Current Loss = 351625.31487451267, T = 0.1301
Iteration 900: Current Loss = 351586.4599753794, T = 0.1281
Iteration 1000: Current Loss = 351582.85842038743, T = 0.1264
Optimization complete. Best Loss: 351582.85842038743 | Best Parameters: [1.85000000e+03 1.06050077e+00 1.94009557e+01]
Iteration 100: Current Loss = 354967.97315781884, T = 0.1781
Iteration 200: Current Loss = 354824.76646822, T = 0.1586
Iteration 300: Current Loss = 354789.88309069426, T = 0.1491
Iteration 400: Current Loss = 354533.78480283683, T = 0.1430
Iteration 500: Current Loss = 353796.44527026406, T = 0.1386
Iteration 600: Current Loss = 353796.44527026406, T = 0.1352
Iteration 700: Current Loss = 352403.1371548396, T = 0.1324
Iteration 800: Current Loss = 352306.70372411027, T = 0.1301
Iteration 900: Current Loss = 351964.95972770517, T = 0.1281
Iteration 1000: Current Loss = 351863.5767317351, T = 0.1264
Optimization complete. Best Loss: 351863.5767317351 | Best Parameters: [1.85000000e+03 8.07395640e-01 1.42598147e+01]
Iteration 100: Current Loss = 353701.1330699934, T = 0.1781
Iteration 200: Current Loss = 353701.12317541154, T = 0.1586
Iteration 300: Current Loss = 353701.12317541154, T = 0.1491
Iteration 400: Current Loss = 353701.12317541154, T = 0.1430
Iteration 500: Current Loss = 353701.12317541154, T = 0.1386
Iteration 600: Current Loss = 353701.12317541154, T = 0.1352
Iteration 700: Current Loss = 353701.12317541154, T = 0.1324
Iteration 800: Current Loss = 353701.12317541154, T = 0.1301
Iteration 900: Current Loss = 353701.12317541154, T = 0.1281
Iteration 1000: Current Loss = 353701.12317541154, T = 0.1264
Optimization complete. Best Loss: 353701.12317541154 | Best Parameters: [1.85e+03 5.00e-02 5.00e-02]
Iteration 100: Current Loss = 355222.7589714541, T = 0.1781
Iteration 200: Current Loss = 352894.1465125613, T = 0.1586
Iteration 300: Current Loss = 352046.69129959535, T = 0.1491
Iteration 400: Current Loss = 351739.88690521097, T = 0.1430
Iteration 500: Current Loss = 351684.93882008427, T = 0.1386
Iteration 600: Current Loss = 351597.53342734376, T = 0.1352
Iteration 700: Current Loss = 351576.3226648553, T = 0.1324
Iteration 800: Current Loss = 351576.3226648553, T = 0.1301
Iteration 900: Current Loss = 351576.3226648553, T = 0.1281
Iteration 1000: Current Loss = 351576.3226648553, T = 0.1264
Optimization complete. Best Loss: 351576.3226648553 | Best Parameters: [1.85000000e+03 1.09129460e+00 1.95745805e+01]
Iteration 100: Current Loss = 352539.03321096743, T = 0.1781
Iteration 200: Current Loss = 352138.38702506653, T = 0.1586
Iteration 300: Current Loss = 352031.56871657015, T = 0.1491
Iteration 400: Current Loss = 351869.2643843539, T = 0.1430
Iteration 500: Current Loss = 351597.9310822794, T = 0.1386
Iteration 600: Current Loss = 351572.5147821428, T = 0.1352
Iteration 700: Current Loss = 351572.5147821428, T = 0.1324
Iteration 800: Current Loss = 351572.5147821428, T = 0.1301
Iteration 900: Current Loss = 351572.5147821428, T = 0.1281
Iteration 1000: Current Loss = 351572.5147821428, T = 0.1264
Optimization complete. Best Loss: 351572.5147821428 | Best Parameters: [1.85000000e+03 1.12825586e+00 1.98710777e+01]
Iteration 100: Current Loss = 353701.1305125075, T = 0.1781
Iteration 200: Current Loss = 353701.1238590795, T = 0.1586
Iteration 300: Current Loss = 353701.1238590795, T = 0.1491
Iteration 400: Current Loss = 353539.889641989, T = 0.1430
Iteration 500: Current Loss = 352687.65654850774, T = 0.1386
Iteration 600: Current Loss = 351839.7588865317, T = 0.1352
Iteration 700: Current Loss = 351764.0462917024, T = 0.1324
Iteration 800: Current Loss = 351764.0462917024, T = 0.1301
Iteration 900: Current Loss = 351760.1868447425, T = 0.1281
Iteration 1000: Current Loss = 351721.1345144401, T = 0.1264
Optimization complete. Best Loss: 351721.1345144401 | Best Parameters: [1.85000000e+03 9.64128562e-01 1.64795035e+01]
Iteration 100: Current Loss = 353650.3728018012, T = 0.1781
Iteration 200: Current Loss = 352577.49812974245, T = 0.1586
Iteration 300: Current Loss = 352004.0234863113, T = 0.1491
Iteration 400: Current Loss = 351790.8998853604, T = 0.1430
Iteration 500: Current Loss = 351706.34163231927, T = 0.1386
Iteration 600: Current Loss = 351599.31046291476, T = 0.1352
Iteration 700: Current Loss = 351599.31046291476, T = 0.1324
Iteration 800: Current Loss = 351583.31484359683, T = 0.1301
Iteration 900: Current Loss = 351583.31484359683, T = 0.1281
Iteration 1000: Current Loss = 351583.31484359683, T = 0.1264
