Iteration 100: Current Loss = 388035.0014694825, T = 0.1781
Iteration 400: Current Loss = 376064.73664808227, T = 0.1430
Iteration 500: Current Loss = 374242.2349672182, T = 0.1386
Iteration 600: Current Loss = 372001.7550740121, T = 0.1352
Iteration 700: Current Loss = 368727.15469915874, T = 0.1324
Iteration 800: Current Loss = 364303.48787352967, T = 0.1301
Iteration 900: Current Loss = 360822.4310250412, T = 0.1281
Iteration 1000: Current Loss = 357979.48788533674, T = 0.1264
Optimization complete. Best Loss: 357979.48788533674 | Best Parameters: [1.86393387e+03 8.51351961e-01 1.15289953e+01]
Iteration 100: Current Loss = 385152.6809419691, T = 0.1781
Iteration 200: Current Loss = 381301.8714840443, T = 0.1586
Iteration 300: Current Loss = 380399.025817193, T = 0.1491
Iteration 400: Current Loss = 377048.87547885056, T = 0.1430
Iteration 500: Current Loss = 374083.3015277162, T = 0.1386
Iteration 600: Current Loss = 371554.9718975186, T = 0.1352
Iteration 700: Current Loss = 370083.1881682031, T = 0.1324
Iteration 800: Current Loss = 365822.33709267114, T = 0.1301
Iteration 900: Current Loss = 363287.7623813265, T = 0.1281
Iteration 1000: Current Loss = 360349.2341717818, T = 0.1264
Optimization complete. Best Loss: 360349.2341717818 | Best Parameters: [1.86915728e+03 6.77160260e-01 9.55795443e+00]
Iteration 100: Current Loss = 385537.82127400127, T = 0.1781
Iteration 200: Current Loss = 385246.5636287666, T = 0.1586
Iteration 300: Current Loss = 384457.62974033016, T = 0.1491
Iteration 400: Current Loss = 384426.61596599006, T = 0.1430
Iteration 500: Current Loss = 384265.2243765215, T = 0.1386
Iteration 600: Current Loss = 384233.25660934066, T = 0.1352
Iteration 700: Current Loss = 383978.44756942894, T = 0.1324
Iteration 800: Current Loss = 383579.09668694704, T = 0.1301
Iteration 900: Current Loss = 382993.3178296875, T = 0.1281
Iteration 1000: Current Loss = 380506.28826642083, T = 0.1264
Optimization complete. Best Loss: 380506.28826642083 | Best Parameters: [1.92245286e+03 4.73814410e-01 6.55753597e+00]
Iteration 100: Current Loss = 385563.8628492942, T = 0.1781
Iteration 200: Current Loss = 385534.62083809706, T = 0.1586
Iteration 300: Current Loss = 385165.1546134013, T = 0.1491
Iteration 400: Current Loss = 384062.05342773435, T = 0.1430
Iteration 500: Current Loss = 383682.97703536047, T = 0.1386
Iteration 600: Current Loss = 382593.11858401855, T = 0.1352
Iteration 700: Current Loss = 381646.73384854867, T = 0.1324
Iteration 800: Current Loss = 380364.08353930665, T = 0.1301
Iteration 900: Current Loss = 377044.765479921, T = 0.1281
Iteration 1000: Current Loss = 375876.48794859083, T = 0.1264
Optimization complete. Best Loss: 375876.48794859083 | Best Parameters: [1.90996521e+03 5.62489138e-01 6.23876639e+00]
Iteration 100: Current Loss = 384073.51046026417, T = 0.1781
Iteration 200: Current Loss = 378823.6969703225, T = 0.1586
Iteration 300: Current Loss = 372429.1544341921, T = 0.1491
Iteration 400: Current Loss = 366876.77596159733, T = 0.1430
Iteration 500: Current Loss = 363787.02834610635, T = 0.1386
Iteration 600: Current Loss = 360453.77113557316, T = 0.1352
Iteration 700: Current Loss = 356938.5444861935, T = 0.1324
Iteration 800: Current Loss = 356333.24230020045, T = 0.1301
Iteration 900: Current Loss = 355368.3129771646, T = 0.1281
Iteration 1000: Current Loss = 354345.2416423487, T = 0.1264
Optimization complete. Best Loss: 354345.2416423487 | Best Parameters: [1.85463949e+03 6.44481223e-01 9.03677660e+00]
Iteration 100: Current Loss = 382786.6808876612, T = 0.1781
Iteration 200: Current Loss = 375107.63485015725, T = 0.1586
Iteration 300: Current Loss = 368436.64783269074, T = 0.1491
Iteration 400: Current Loss = 360133.6436569451, T = 0.1430
Iteration 500: Current Loss = 359492.7251268238, T = 0.1386
Iteration 600: Current Loss = 358990.3687272764, T = 0.1352
Iteration 700: Current Loss = 358578.02155809285, T = 0.1324
Iteration 800: Current Loss = 357730.2108568258, T = 0.1301
Iteration 900: Current Loss = 356278.2284706424, T = 0.1281
Iteration 1000: Current Loss = 354045.44331181416, T = 0.1264
Optimization complete. Best Loss: 354045.44331181416 | Best Parameters: [1.85495852e+03 5.79721556e-01 1.02445275e+01]
Iteration 100: Current Loss = 388227.9357519992, T = 0.1781
Iteration 200: Current Loss = 387854.8188711577, T = 0.1586
Iteration 300: Current Loss = 387854.8188711577, T = 0.1491
Iteration 400: Current Loss = 387555.0914958274, T = 0.1430
Iteration 500: Current Loss = 387407.0457196102, T = 0.1386
Iteration 600: Current Loss = 387388.8415751447, T = 0.1352
Iteration 700: Current Loss = 386754.10952197836, T = 0.1324
Iteration 800: Current Loss = 386512.06720340956, T = 0.1301
Iteration 900: Current Loss = 386198.55000919115, T = 0.1281
Iteration 1000: Current Loss = 385637.8782663416, T = 0.1264
Optimization complete. Best Loss: 385637.8782663416 | Best Parameters: [1.93787916e+03 4.93976619e-01 8.38732917e+00]
Iteration 100: Current Loss = 381960.81453115185, T = 0.1781
Iteration 200: Current Loss = 376435.64157282497, T = 0.1586
Iteration 300: Current Loss = 367126.749397332, T = 0.1491
Iteration 400: Current Loss = 365657.5078643138, T = 0.1430
Iteration 500: Current Loss = 359977.7600616616, T = 0.1386
Iteration 600: Current Loss = 355960.26428941113, T = 0.1352
Iteration 700: Current Loss = 353216.48131297674, T = 0.1324
Iteration 800: Current Loss = 351572.0168049609, T = 0.1301
Iteration 900: Current Loss = 351572.0168049609, T = 0.1281
Iteration 1000: Current Loss = 351572.0168049609, T = 0.1264
Optimization complete. Best Loss: 351572.0168049609 | Best Parameters: [1.85000000e+03 1.14412659e+00 2.00000000e+01]
Iteration 100: Current Loss = 382483.0893117748, T = 0.1781
Iteration 200: Current Loss = 376233.1136230499, T = 0.1586
Iteration 300: Current Loss = 372131.6406246492, T = 0.1491
Iteration 400: Current Loss = 367459.68949601945, T = 0.1430
Iteration 500: Current Loss = 363467.60460441094, T = 0.1386
Iteration 600: Current Loss = 358778.6212119068, T = 0.1352
Iteration 700: Current Loss = 354369.15103228955, T = 0.1324
Iteration 800: Current Loss = 352754.045818097, T = 0.1301
Iteration 900: Current Loss = 351568.3139206014, T = 0.1281
Iteration 1000: Current Loss = 351568.3139206014, T = 0.1264
Optimization complete. Best Loss: 351568.3139206014 | Best Parameters: [1.8500000e+03 1.1220425e+00 2.0000000e+01]
Iteration 100: Current Loss = 384162.67715248, T = 0.1781
Iteration 200: Current Loss = 382281.67070744664, T = 0.1586
Iteration 300: Current Loss = 380962.5094855615, T = 0.1491
Iteration 400: Current Loss = 378676.4852599388, T = 0.1430
Iteration 500: Current Loss = 376452.95989648585, T = 0.1386
Iteration 600: Current Loss = 375646.42500313855, T = 0.1352
Iteration 700: Current Loss = 373479.7001679486, T = 0.1324
Iteration 800: Current Loss = 369881.06348183594, T = 0.1301
Iteration 900: Current Loss = 367458.6283890643, T = 0.1281
Iteration 1000: Current Loss = 363701.8237381492, T = 0.1264
Optimization complete. Best Loss: 363701.8237381492 | Best Parameters: [1.87883296e+03 1.48076742e+00 1.69842997e+01]
Iteration 100: Current Loss = 381889.3883818028, T = 0.1781
Iteration 200: Current Loss = 377281.1651309769, T = 0.1586
Iteration 300: Current Loss = 374780.52256145113, T = 0.1491
Iteration 400: Current Loss = 372615.6321790986, T = 0.1430
Iteration 500: Current Loss = 370848.4952057565, T = 0.1386
Iteration 600: Current Loss = 369070.0411249345, T = 0.1352
Iteration 700: Current Loss = 362983.60665498936, T = 0.1324
Iteration 800: Current Loss = 358593.1317923762, T = 0.1301
Iteration 900: Current Loss = 355046.0460171243, T = 0.1281
Iteration 1000: Current Loss = 352038.27645358996, T = 0.1264
Optimization complete. Best Loss: 352038.27645358996 | Best Parameters: [1.85097161e+03 9.29325780e-01 1.67004644e+01]
Iteration 100: Current Loss = 386732.00830699154, T = 0.1781
Iteration 200: Current Loss = 384985.9455444418, T = 0.1586
Iteration 300: Current Loss = 382639.75429925346, T = 0.1491
Iteration 400: Current Loss = 380254.191342805, T = 0.1430
Iteration 500: Current Loss = 379042.0816664875, T = 0.1386
Iteration 600: Current Loss = 376825.15961787716, T = 0.1352
Iteration 700: Current Loss = 375946.13674562913, T = 0.1324
Iteration 800: Current Loss = 374837.0974323314, T = 0.1301
Iteration 900: Current Loss = 373445.5694403211, T = 0.1281
Iteration 1000: Current Loss = 371188.2156799814, T = 0.1264
Optimization complete. Best Loss: 371188.2156799814 | Best Parameters: [1.90032880e+03 1.07222214e+00 2.00000000e+01]
Iteration 100: Current Loss = 388139.03528878256, T = 0.1781
Iteration 200: Current Loss = 388002.5437687414, T = 0.1586
Iteration 300: Current Loss = 387580.6599778628, T = 0.1491
Iteration 400: Current Loss = 386614.31547222135, T = 0.1430
Iteration 500: Current Loss = 386270.297159732, T = 0.1386
Iteration 600: Current Loss = 384427.1777719393, T = 0.1352
Iteration 700: Current Loss = 381761.6891228905, T = 0.1324
Iteration 800: Current Loss = 380529.12098549743, T = 0.1301
Iteration 900: Current Loss = 378553.8272136636, T = 0.1281
Iteration 1000: Current Loss = 377753.6733645782, T = 0.1264
Optimization complete. Best Loss: 377753.6733645782 | Best Parameters: [1.92023934e+03 9.76252009e-01 1.78360832e+01]
Iteration 100: Current Loss = 380636.1515394747, T = 0.1781
Iteration 200: Current Loss = 369567.7075433931, T = 0.1586
Iteration 300: Current Loss = 362818.05365914595, T = 0.1491
Iteration 400: Current Loss = 358104.7097713084, T = 0.1430
Iteration 500: Current Loss = 357040.3895334509, T = 0.1386
Iteration 600: Current Loss = 356408.883005482, T = 0.1352
Iteration 700: Current Loss = 353707.5385693295, T = 0.1324
Iteration 800: Current Loss = 352313.09499705455, T = 0.1301
Iteration 900: Current Loss = 352103.3252205914, T = 0.1281
Iteration 1000: Current Loss = 352086.077915065, T = 0.1264
Optimization complete. Best Loss: 352086.077915065 | Best Parameters: [1.85001334e+03 7.11775849e-01 1.24643949e+01]
Iteration 100: Current Loss = 376985.63289192424, T = 0.1781
Iteration 200: Current Loss = 371734.79241176, T = 0.1586
Iteration 300: Current Loss = 362935.8035379649, T = 0.1491
Iteration 400: Current Loss = 354738.7790165598, T = 0.1430
Iteration 500: Current Loss = 352331.2798253437, T = 0.1386
Iteration 600: Current Loss = 351977.0114989349, T = 0.1352
Iteration 700: Current Loss = 351625.6079361257, T = 0.1324
Iteration 800: Current Loss = 351605.8673584882, T = 0.1301
Iteration 900: Current Loss = 351569.24743617343, T = 0.1281
Iteration 1000: Current Loss = 351568.29794062633, T = 0.1264
Optimization complete. Best Loss: 351568.29794062633 | Best Parameters: [1.85000000e+03 1.11913044e+00 2.00000000e+01]
Iteration 100: Current Loss = 388046.3202335558, T = 0.1781
Iteration 200: Current Loss = 387858.41872644285, T = 0.1586
Iteration 300: Current Loss = 387735.0091216149, T = 0.1491
Iteration 400: Current Loss = 387675.96073836804, T = 0.1430
Iteration 500: Current Loss = 387659.50751438615, T = 0.1386
Iteration 600: Current Loss = 387603.8605291364, T = 0.1352
Iteration 700: Current Loss = 387495.6133640004, T = 0.1324
Iteration 800: Current Loss = 387411.30375116074, T = 0.1301
Iteration 900: Current Loss = 387096.6541836498, T = 0.1281
Iteration 1000: Current Loss = 386862.59409265546, T = 0.1264
Optimization complete. Best Loss: 386862.59409265546 | Best Parameters: [1.94151641e+03 2.80845742e-01 6.28976123e+00]
Iteration 100: Current Loss = 388038.37091152224, T = 0.1781
Iteration 200: Current Loss = 387767.7714866196, T = 0.1586
Iteration 300: Current Loss = 387415.9116941709, T = 0.1491
Iteration 400: Current Loss = 387207.2146302914, T = 0.1430
Iteration 500: Current Loss = 386926.29611554183, T = 0.1386
Iteration 600: Current Loss = 386528.33061627886, T = 0.1352
Iteration 700: Current Loss = 386244.4614636795, T = 0.1324
Iteration 800: Current Loss = 385842.9252210678, T = 0.1301
Iteration 900: Current Loss = 385558.62337421504, T = 0.1281
Iteration 1000: Current Loss = 385231.88196336216, T = 0.1264
Optimization complete. Best Loss: 385231.88196336216 | Best Parameters: [1.93852976e+03 4.66705286e-01 1.02382092e+01]
Iteration 100: Current Loss = 387999.5886017814, T = 0.1781
Iteration 200: Current Loss = 387718.7356991223, T = 0.1586
Iteration 300: Current Loss = 387651.42042070214, T = 0.1491
Iteration 400: Current Loss = 387411.15792603535, T = 0.1430
Iteration 500: Current Loss = 387136.0914364463, T = 0.1386
Iteration 600: Current Loss = 386819.58767172595, T = 0.1352
Iteration 700: Current Loss = 386432.3825504639, T = 0.1324
Iteration 800: Current Loss = 385337.47987159656, T = 0.1301
Iteration 900: Current Loss = 384289.94739308005, T = 0.1281
Iteration 1000: Current Loss = 383823.3126898264, T = 0.1264
Optimization complete. Best Loss: 383823.3126898264 | Best Parameters: [1.93649692e+03 6.75663074e-01 1.37285911e+01]
Iteration 100: Current Loss = 387913.3314953294, T = 0.1781
Iteration 200: Current Loss = 387736.0901951816, T = 0.1586
Iteration 300: Current Loss = 387363.18628080667, T = 0.1491
Iteration 400: Current Loss = 386905.01773651136, T = 0.1430
Iteration 500: Current Loss = 386695.94816794636, T = 0.1386
Iteration 600: Current Loss = 386378.0870576154, T = 0.1352
Iteration 700: Current Loss = 385402.940614591, T = 0.1324
Iteration 800: Current Loss = 384592.3949086062, T = 0.1301
Iteration 900: Current Loss = 383423.9687651903, T = 0.1281
Iteration 1000: Current Loss = 382750.15532452206, T = 0.1264
Optimization complete. Best Loss: 382750.15532452206 | Best Parameters: [1.93333860e+03 6.27850727e-01 1.33889871e+01]
Iteration 100: Current Loss = 386902.23238747235, T = 0.1781
Iteration 200: Current Loss = 386152.6222945724, T = 0.1586
Iteration 300: Current Loss = 385630.321885584, T = 0.1491
Iteration 400: Current Loss = 383981.3815407248, T = 0.1430
Iteration 500: Current Loss = 382851.9319312032, T = 0.1386
Iteration 600: Current Loss = 380423.21442060865, T = 0.1352
Iteration 700: Current Loss = 378750.16662639537, T = 0.1324
Iteration 800: Current Loss = 377774.9528728482, T = 0.1301
Iteration 900: Current Loss = 377372.4585771418, T = 0.1281
Iteration 1000: Current Loss = 376207.6127899048, T = 0.1264
Optimization complete. Best Loss: 376207.6127899048 | Best Parameters: [1.91643961e+03 1.12102543e+00 2.00000000e+01]
Iteration 100: Current Loss = 388038.54492143745, T = 0.1781
Iteration 200: Current Loss = 387844.2619353361, T = 0.1586
Iteration 300: Current Loss = 387280.0441905883, T = 0.1491
Iteration 400: Current Loss = 387145.88584519847, T = 0.1430
Iteration 500: Current Loss = 386904.3311540891, T = 0.1386
Iteration 600: Current Loss = 386100.6774587451, T = 0.1352
Iteration 700: Current Loss = 385821.5909375792, T = 0.1324
Iteration 800: Current Loss = 384204.0446528589, T = 0.1301
Iteration 900: Current Loss = 382731.6042109093, T = 0.1281
Iteration 1000: Current Loss = 381541.28418359975, T = 0.1264
Optimization complete. Best Loss: 381541.28418359975 | Best Parameters: [1.93170523e+03 8.39891246e-01 1.70813287e+01]
Iteration 100: Current Loss = 388425.9735680946, T = 0.1781
Iteration 200: Current Loss = 388138.65491348336, T = 0.1586
Iteration 300: Current Loss = 387975.0720157431, T = 0.1491
Iteration 400: Current Loss = 387207.4371115787, T = 0.1430
Iteration 500: Current Loss = 387063.97404206044, T = 0.1386
Iteration 600: Current Loss = 386601.12307089433, T = 0.1352
Iteration 700: Current Loss = 386267.47199152334, T = 0.1324
Iteration 800: Current Loss = 385268.28648781887, T = 0.1301
Iteration 900: Current Loss = 382915.09430855914, T = 0.1281
Iteration 1000: Current Loss = 382068.47861162334, T = 0.1264
Optimization complete. Best Loss: 382068.47861162334 | Best Parameters: [1.93246485e+03 8.25009557e-01 1.56152846e+01]
Iteration 100: Current Loss = 387169.60261549935, T = 0.1781
Iteration 200: Current Loss = 386197.39761352446, T = 0.1586
Iteration 300: Current Loss = 385078.0309693492, T = 0.1491
Iteration 400: Current Loss = 384245.4327263304, T = 0.1430
Iteration 500: Current Loss = 383550.5474315177, T = 0.1386
Iteration 600: Current Loss = 381786.96590502764, T = 0.1352
Iteration 700: Current Loss = 379540.83814253856, T = 0.1324
Iteration 800: Current Loss = 379137.62170305836, T = 0.1301
Iteration 900: Current Loss = 377703.9787437046, T = 0.1281
Iteration 1000: Current Loss = 376211.37067170104, T = 0.1264
Optimization complete. Best Loss: 376211.37067170104 | Best Parameters: [1.91629897e+03 1.03846830e+00 1.97405130e+01]
Iteration 100: Current Loss = 388456.7095920267, T = 0.1781
Iteration 200: Current Loss = 387327.3839454568, T = 0.1586
Iteration 300: Current Loss = 386679.62485173356, T = 0.1491
Iteration 400: Current Loss = 384692.71302010695, T = 0.1430
Iteration 500: Current Loss = 383211.3538973902, T = 0.1386
Iteration 600: Current Loss = 381147.0253240242, T = 0.1352
Iteration 700: Current Loss = 380028.6173582535, T = 0.1324
Iteration 800: Current Loss = 377549.4791776122, T = 0.1301
Iteration 900: Current Loss = 376484.23583165254, T = 0.1281
Iteration 1000: Current Loss = 375101.6548112476, T = 0.1264
Optimization complete. Best Loss: 375101.6548112476 | Best Parameters: [1.91263007e+03 1.21339661e+00 2.00000000e+01]
Iteration 100: Current Loss = 387963.1329305009, T = 0.1781
Iteration 200: Current Loss = 387809.4710306652, T = 0.1586
Iteration 300: Current Loss = 387809.4710306652, T = 0.1491
Iteration 400: Current Loss = 387218.595066293, T = 0.1430
Iteration 500: Current Loss = 387160.30830882257, T = 0.1386
Iteration 600: Current Loss = 386687.26281080465, T = 0.1352
Iteration 700: Current Loss = 385613.0340578073, T = 0.1324
Iteration 800: Current Loss = 383862.270386384, T = 0.1301
Iteration 900: Current Loss = 382195.54635834735, T = 0.1281
Iteration 1000: Current Loss = 381185.6117588133, T = 0.1264
Optimization complete. Best Loss: 381185.6117588133 | Best Parameters: [1.92978889e+03 7.05507329e-01 1.52981509e+01]
Iteration 100: Current Loss = 388191.4937876802, T = 0.1781
Iteration 200: Current Loss = 387921.91089398635, T = 0.1586
Iteration 300: Current Loss = 387845.0893962334, T = 0.1491
Iteration 400: Current Loss = 387832.03407096566, T = 0.1430
Iteration 500: Current Loss = 387491.0824637742, T = 0.1386
Iteration 600: Current Loss = 386461.40906203754, T = 0.1352
Iteration 700: Current Loss = 385677.0292778459, T = 0.1324
Iteration 800: Current Loss = 383438.48831153754, T = 0.1301
Iteration 900: Current Loss = 382005.25014537893, T = 0.1281
Iteration 1000: Current Loss = 379896.4961250975, T = 0.1264
Optimization complete. Best Loss: 379896.4961250975 | Best Parameters: [1.92740902e+03 9.63727837e-01 1.81971058e+01]
Iteration 100: Current Loss = 388548.1048155414, T = 0.1781
Iteration 200: Current Loss = 387798.32449374825, T = 0.1586
Iteration 300: Current Loss = 387461.0112703988, T = 0.1491
Iteration 400: Current Loss = 386906.4153574165, T = 0.1430
Iteration 500: Current Loss = 386411.40307621384, T = 0.1386
Iteration 600: Current Loss = 385113.6550739145, T = 0.1352
Iteration 700: Current Loss = 383144.41725741763, T = 0.1324
Iteration 800: Current Loss = 382278.69399262953, T = 0.1301
Iteration 900: Current Loss = 380751.98893312743, T = 0.1281
Iteration 1000: Current Loss = 378656.5745122355, T = 0.1264
Optimization complete. Best Loss: 378656.5745122355 | Best Parameters: [1.92253461e+03 8.34068011e-01 1.68127959e+01]
Iteration 100: Current Loss = 386875.9985617989, T = 0.1781
Iteration 200: Current Loss = 386847.4375417497, T = 0.1586
Iteration 300: Current Loss = 386524.8926003074, T = 0.1491
Iteration 400: Current Loss = 385902.48176332726, T = 0.1430
Iteration 500: Current Loss = 384992.8972741953, T = 0.1386
Iteration 600: Current Loss = 384076.21869276214, T = 0.1352
Iteration 700: Current Loss = 382856.1566290106, T = 0.1324
Iteration 800: Current Loss = 381906.942475955, T = 0.1301
Iteration 900: Current Loss = 379968.6713267642, T = 0.1281
Iteration 1000: Current Loss = 378646.96901686763, T = 0.1264
Optimization complete. Best Loss: 378646.96901686763 | Best Parameters: [1.92098701e+03 8.19337738e-01 1.47868585e+01]
Iteration 100: Current Loss = 387811.35811465926, T = 0.1781
Iteration 200: Current Loss = 387739.3920574989, T = 0.1586
Iteration 300: Current Loss = 386684.86917602754, T = 0.1491
Iteration 400: Current Loss = 385464.4747950892, T = 0.1430
Iteration 500: Current Loss = 382856.756115301, T = 0.1386
Iteration 600: Current Loss = 381020.67439205264, T = 0.1352
Iteration 700: Current Loss = 378577.99579313386, T = 0.1324
Iteration 800: Current Loss = 376253.0306876221, T = 0.1301
Iteration 900: Current Loss = 374219.11177487846, T = 0.1281
Iteration 1000: Current Loss = 372863.3013897973, T = 0.1264
Optimization complete. Best Loss: 372863.3013897973 | Best Parameters: [1.90440995e+03 1.22087003e+00 1.74333299e+01]
Iteration 100: Current Loss = 387837.9507439127, T = 0.1781
Iteration 200: Current Loss = 387488.4348734608, T = 0.1586
Iteration 300: Current Loss = 387247.4932406455, T = 0.1491
Iteration 400: Current Loss = 387097.0622463873, T = 0.1430
Iteration 500: Current Loss = 387097.0622463873, T = 0.1386
Iteration 600: Current Loss = 385828.04595551646, T = 0.1352
Iteration 700: Current Loss = 384420.3028374149, T = 0.1324
Iteration 800: Current Loss = 383892.93959726294, T = 0.1301
Iteration 900: Current Loss = 383200.7976396952, T = 0.1281
Iteration 1000: Current Loss = 382258.5391091948, T = 0.1264
Optimization complete. Best Loss: 382258.5391091948 | Best Parameters: [1.93157619e+03 6.77764370e-01 1.28871863e+01]
Iteration 100: Current Loss = 387342.28038507595, T = 0.1781
Iteration 200: Current Loss = 385978.6691887711, T = 0.1586
Iteration 300: Current Loss = 385101.0558173836, T = 0.1491
Iteration 400: Current Loss = 384281.66938165814, T = 0.1430
Iteration 500: Current Loss = 381696.67291734484, T = 0.1386
Iteration 600: Current Loss = 380828.8838588625, T = 0.1352
Iteration 700: Current Loss = 377877.571153511, T = 0.1324
Iteration 800: Current Loss = 376581.3735592702, T = 0.1301
Iteration 900: Current Loss = 375670.44473921356, T = 0.1281
Iteration 1000: Current Loss = 375670.44473921356, T = 0.1264
Optimization complete. Best Loss: 375670.44473921356 | Best Parameters: [1.91467764e+03 1.10061038e+00 2.00000000e+01]
Iteration 100: Current Loss = 387922.43831368233, T = 0.1781
Iteration 200: Current Loss = 387815.4942702493, T = 0.1586
Iteration 300: Current Loss = 387678.4283145942, T = 0.1491
Iteration 400: Current Loss = 386907.4960280042, T = 0.1430
Iteration 500: Current Loss = 384782.3369806596, T = 0.1386
Iteration 600: Current Loss = 382224.3689385326, T = 0.1352
Iteration 700: Current Loss = 379370.3375868195, T = 0.1324
Iteration 800: Current Loss = 377780.5005379609, T = 0.1301
Iteration 900: Current Loss = 375584.96751429734, T = 0.1281
Iteration 1000: Current Loss = 373590.512466684, T = 0.1264
Optimization complete. Best Loss: 373590.512466684 | Best Parameters: [1.90801796e+03 1.18320937e+00 2.00000000e+01]
Iteration 100: Current Loss = 387950.5837740717, T = 0.1781
Iteration 200: Current Loss = 387950.5837740717, T = 0.1586
Iteration 300: Current Loss = 387827.4273989394, T = 0.1491
Iteration 400: Current Loss = 387827.4273989394, T = 0.1430
Iteration 500: Current Loss = 386261.81939680915, T = 0.1386
Iteration 600: Current Loss = 385506.00687684596, T = 0.1352
Iteration 700: Current Loss = 384995.73342012515, T = 0.1324
Iteration 800: Current Loss = 384038.00073372165, T = 0.1301
Iteration 900: Current Loss = 381594.64268808725, T = 0.1281
Iteration 1000: Current Loss = 379062.48828965024, T = 0.1264
Optimization complete. Best Loss: 379062.48828965024 | Best Parameters: [1.92376628e+03 8.33618763e-01 1.65345998e+01]
Iteration 100: Current Loss = 388511.59881074354, T = 0.1781
Iteration 200: Current Loss = 388476.920368637, T = 0.1586
Iteration 300: Current Loss = 388396.5416697223, T = 0.1491
Iteration 400: Current Loss = 388318.0071074128, T = 0.1430
Iteration 500: Current Loss = 388318.0071074128, T = 0.1386
Iteration 600: Current Loss = 388187.45748047426, T = 0.1352
Iteration 700: Current Loss = 387884.46656097536, T = 0.1324
Iteration 800: Current Loss = 387011.90319112997, T = 0.1301
Iteration 900: Current Loss = 386924.22316712094, T = 0.1281
Iteration 1000: Current Loss = 385879.12253744, T = 0.1264
