Iteration 100: Current Loss = 367324.3429123304, T = 0.1781
Iteration 700: Current Loss = 357001.62748359895, T = 0.1324
Iteration 800: Current Loss = 355803.356522244, T = 0.1301
Iteration 900: Current Loss = 354266.70515845134, T = 0.1281
Iteration 1000: Current Loss = 353147.33259198704, T = 0.1264
Optimization complete. Best Loss: 353147.33259198704 | Best Parameters: [1.85259758e+03 5.05076627e-01 1.02137611e+01]
Iteration 100: Current Loss = 364157.2178021002, T = 0.1781
Iteration 200: Current Loss = 362771.3193053137, T = 0.1586
Iteration 300: Current Loss = 360787.3190053319, T = 0.1491
Iteration 400: Current Loss = 358134.8129539872, T = 0.1430
Iteration 500: Current Loss = 357471.7030278543, T = 0.1386
Iteration 600: Current Loss = 357172.1736308507, T = 0.1352
Iteration 700: Current Loss = 356779.35743009957, T = 0.1324
Iteration 800: Current Loss = 356119.52287890646, T = 0.1301
Iteration 900: Current Loss = 355686.2435706196, T = 0.1281
Iteration 1000: Current Loss = 353840.93551482767, T = 0.1264
Optimization complete. Best Loss: 353840.93551482767 | Best Parameters: [1.85425314e+03 4.94412060e-01 9.27367706e+00]
Iteration 100: Current Loss = 363366.9534824095, T = 0.1781
Iteration 200: Current Loss = 358044.0811714142, T = 0.1586
Iteration 300: Current Loss = 356006.99608425336, T = 0.1491
Iteration 400: Current Loss = 356006.99608425336, T = 0.1430
Iteration 500: Current Loss = 355425.0771464052, T = 0.1386
Iteration 600: Current Loss = 355362.0732799144, T = 0.1352
Iteration 700: Current Loss = 355240.3311658543, T = 0.1324
Iteration 800: Current Loss = 354599.16664438474, T = 0.1301
Iteration 900: Current Loss = 354171.72546420357, T = 0.1281
Iteration 1000: Current Loss = 353723.81312520034, T = 0.1264
Optimization complete. Best Loss: 353723.81312520034 | Best Parameters: [1.85244502e+03 3.68974510e-01 6.38209998e+00]
Iteration 100: Current Loss = 361929.0988976553, T = 0.1781
Iteration 200: Current Loss = 359877.52793539193, T = 0.1586
Iteration 300: Current Loss = 359624.0150981957, T = 0.1491
Iteration 400: Current Loss = 358651.4518150019, T = 0.1430
Iteration 500: Current Loss = 357910.10262466443, T = 0.1386
Iteration 600: Current Loss = 357654.2264470765, T = 0.1352
Iteration 700: Current Loss = 357493.11177602276, T = 0.1324
Iteration 800: Current Loss = 355278.9683944154, T = 0.1301
Iteration 900: Current Loss = 353852.99896943726, T = 0.1281
Iteration 1000: Current Loss = 353209.5859256889, T = 0.1264
Optimization complete. Best Loss: 353209.5859256889 | Best Parameters: [1.85236199e+03 5.28017669e-01 9.37803493e+00]
Iteration 100: Current Loss = 361936.1772834274, T = 0.1781
Iteration 200: Current Loss = 358806.3051050169, T = 0.1586
Iteration 300: Current Loss = 358321.708838452, T = 0.1491
Iteration 400: Current Loss = 357545.6904448729, T = 0.1430
Iteration 500: Current Loss = 357114.10234693135, T = 0.1386
Iteration 600: Current Loss = 355822.3835443462, T = 0.1352
Iteration 700: Current Loss = 353172.8523058021, T = 0.1324
Iteration 800: Current Loss = 352205.0528090838, T = 0.1301
Iteration 900: Current Loss = 351984.8902781721, T = 0.1281
Iteration 1000: Current Loss = 351926.5596721682, T = 0.1264
Optimization complete. Best Loss: 351926.5596721682 | Best Parameters: [1.85000000e+03 6.98092720e-01 1.34558544e+01]
Iteration 100: Current Loss = 361751.72961406177, T = 0.1781
Iteration 200: Current Loss = 355101.62065827404, T = 0.1586
Iteration 300: Current Loss = 354502.4155952661, T = 0.1491
Iteration 400: Current Loss = 354185.8524281502, T = 0.1430
Iteration 500: Current Loss = 353738.08688792953, T = 0.1386
Iteration 600: Current Loss = 352498.5469856814, T = 0.1352
Iteration 700: Current Loss = 352148.7572811425, T = 0.1324
Iteration 800: Current Loss = 352143.9174535148, T = 0.1301
Iteration 900: Current Loss = 351959.6415489827, T = 0.1281
Iteration 1000: Current Loss = 351869.56039670215, T = 0.1264
Optimization complete. Best Loss: 351869.56039670215 | Best Parameters: [1.85000000e+03 7.27415256e-01 1.39765784e+01]
Iteration 100: Current Loss = 360672.88552483567, T = 0.1781
Iteration 200: Current Loss = 359797.80146349134, T = 0.1586
Iteration 300: Current Loss = 358803.0054706313, T = 0.1491
Iteration 400: Current Loss = 358357.30261238257, T = 0.1430
Iteration 500: Current Loss = 358318.85986133135, T = 0.1386
Iteration 600: Current Loss = 358048.1398073708, T = 0.1352
Iteration 700: Current Loss = 357703.7953291371, T = 0.1324
Iteration 800: Current Loss = 356657.937475662, T = 0.1301
Iteration 900: Current Loss = 355308.0341907401, T = 0.1281
Iteration 1000: Current Loss = 353070.9893636979, T = 0.1264
Optimization complete. Best Loss: 353070.9893636979 | Best Parameters: [1.85226726e+03 5.32056413e-01 9.95929075e+00]
Iteration 100: Current Loss = 361313.3816789174, T = 0.1781
Iteration 200: Current Loss = 358498.94981360034, T = 0.1586
Iteration 300: Current Loss = 358026.0378343208, T = 0.1491
Iteration 400: Current Loss = 357994.5049217958, T = 0.1430
Iteration 500: Current Loss = 356875.83110198134, T = 0.1386
Iteration 600: Current Loss = 356042.44349374925, T = 0.1352
Iteration 700: Current Loss = 355914.7519628812, T = 0.1324
Iteration 800: Current Loss = 353871.1305356596, T = 0.1301
Iteration 900: Current Loss = 352038.3596177339, T = 0.1281
Iteration 1000: Current Loss = 351840.0250055705, T = 0.1264
Optimization complete. Best Loss: 351840.0250055705 | Best Parameters: [1.85000000e+03 7.36992147e-01 1.43519399e+01]
Iteration 100: Current Loss = 362692.8092053452, T = 0.1781
Iteration 200: Current Loss = 353688.18079595943, T = 0.1586
Iteration 300: Current Loss = 353132.3184868145, T = 0.1491
Iteration 400: Current Loss = 352821.1413939385, T = 0.1430
Iteration 500: Current Loss = 352647.82116167346, T = 0.1386
Iteration 600: Current Loss = 351956.4141214857, T = 0.1352
Iteration 700: Current Loss = 351690.1337254113, T = 0.1324
Iteration 800: Current Loss = 351593.3515692997, T = 0.1301
Iteration 900: Current Loss = 351586.77531463356, T = 0.1281
Iteration 1000: Current Loss = 351584.2827724267, T = 0.1264
Optimization complete. Best Loss: 351584.2827724267 | Best Parameters: [1.85000000e+03 1.10338664e+00 1.93862101e+01]
Iteration 100: Current Loss = 362439.69727932906, T = 0.1781
Iteration 200: Current Loss = 359804.39040592976, T = 0.1586
Iteration 300: Current Loss = 359235.81069712713, T = 0.1491
Iteration 400: Current Loss = 358712.0299465875, T = 0.1430
Iteration 500: Current Loss = 358600.6456001465, T = 0.1386
Iteration 600: Current Loss = 357792.92391171685, T = 0.1352
Iteration 700: Current Loss = 357138.5165668821, T = 0.1324
Iteration 800: Current Loss = 355639.9402579888, T = 0.1301
Iteration 900: Current Loss = 352713.5903573534, T = 0.1281
Iteration 1000: Current Loss = 352346.7180587214, T = 0.1264
Optimization complete. Best Loss: 352346.7180587214 | Best Parameters: [1.85000000e+03 5.29944739e-01 1.08052703e+01]
Iteration 100: Current Loss = 362160.4514037284, T = 0.1781
Iteration 200: Current Loss = 355910.74492963636, T = 0.1586
Iteration 300: Current Loss = 353858.58867909235, T = 0.1491
Iteration 400: Current Loss = 352115.26601078926, T = 0.1430
Iteration 500: Current Loss = 351944.99297196243, T = 0.1386
Iteration 600: Current Loss = 351666.15628209594, T = 0.1352
Iteration 700: Current Loss = 351615.5558611098, T = 0.1324
Iteration 800: Current Loss = 351603.69110684254, T = 0.1301
Iteration 900: Current Loss = 351577.664877958, T = 0.1281
Iteration 1000: Current Loss = 351568.3902738886, T = 0.1264
Optimization complete. Best Loss: 351568.3902738886 | Best Parameters: [1.85000000e+03 1.11640515e+00 2.00000000e+01]
Iteration 100: Current Loss = 363014.7151750475, T = 0.1781
Iteration 200: Current Loss = 357617.3252023661, T = 0.1586
Iteration 300: Current Loss = 357290.5701679568, T = 0.1491
Iteration 400: Current Loss = 356917.36923608213, T = 0.1430
Iteration 500: Current Loss = 353768.9152660165, T = 0.1386
Iteration 600: Current Loss = 352592.4225041366, T = 0.1352
Iteration 700: Current Loss = 351627.2214742664, T = 0.1324
Iteration 800: Current Loss = 351623.6579381089, T = 0.1301
Iteration 900: Current Loss = 351589.5693772977, T = 0.1281
Iteration 1000: Current Loss = 351572.5625297492, T = 0.1264
Optimization complete. Best Loss: 351572.5625297492 | Best Parameters: [1.85000000e+03 1.14587825e+00 2.00000000e+01]
Iteration 100: Current Loss = 359766.9168606124, T = 0.1781
Iteration 200: Current Loss = 354629.40519235487, T = 0.1586
Iteration 300: Current Loss = 353632.10341250413, T = 0.1491
Iteration 400: Current Loss = 352776.5557802952, T = 0.1430
Iteration 500: Current Loss = 352203.8692548721, T = 0.1386
Iteration 600: Current Loss = 352042.79102226003, T = 0.1352
Iteration 700: Current Loss = 351806.77622917766, T = 0.1324
Iteration 800: Current Loss = 351806.77622917766, T = 0.1301
Iteration 900: Current Loss = 351806.77622917766, T = 0.1281
Iteration 1000: Current Loss = 351708.361490481, T = 0.1264
Optimization complete. Best Loss: 351708.361490481 | Best Parameters: [1.85000000e+03 8.84438441e-01 1.60140799e+01]
Iteration 100: Current Loss = 359009.42490819737, T = 0.1781
Iteration 200: Current Loss = 355392.6383843625, T = 0.1586
Iteration 300: Current Loss = 354060.2383742222, T = 0.1491
Iteration 400: Current Loss = 352757.38152629114, T = 0.1430
Iteration 500: Current Loss = 352695.44557460624, T = 0.1386
Iteration 600: Current Loss = 352449.02225487743, T = 0.1352
Iteration 700: Current Loss = 352130.6167586796, T = 0.1324
Iteration 800: Current Loss = 351623.551337577, T = 0.1301
Iteration 900: Current Loss = 351618.9158886413, T = 0.1281
Iteration 1000: Current Loss = 351618.9158886413, T = 0.1264
Optimization complete. Best Loss: 351618.9158886413 | Best Parameters: [1.85000000e+03 9.93921645e-01 1.79383694e+01]
Iteration 100: Current Loss = 360321.804814639, T = 0.1781
Iteration 200: Current Loss = 352796.67681332206, T = 0.1586
Iteration 300: Current Loss = 351781.10790329264, T = 0.1491
Iteration 400: Current Loss = 351599.9454487219, T = 0.1430
Iteration 500: Current Loss = 351596.7157476868, T = 0.1386
Iteration 600: Current Loss = 351592.44598161563, T = 0.1352
Iteration 700: Current Loss = 351579.677843915, T = 0.1324
Iteration 800: Current Loss = 351579.677843915, T = 0.1301
Iteration 900: Current Loss = 351579.677843915, T = 0.1281
Iteration 1000: Current Loss = 351569.8054608541, T = 0.1264
Optimization complete. Best Loss: 351569.8054608541 | Best Parameters: [1.85000000e+03 1.13527598e+00 2.00000000e+01]
Iteration 100: Current Loss = 359335.1248007579, T = 0.1781
Iteration 200: Current Loss = 357466.4182821109, T = 0.1586
Iteration 300: Current Loss = 352461.55202771816, T = 0.1491
Iteration 400: Current Loss = 352143.85916945146, T = 0.1430
Iteration 500: Current Loss = 351709.8386469224, T = 0.1386
Iteration 600: Current Loss = 351621.28684626665, T = 0.1352
Iteration 700: Current Loss = 351609.05677281483, T = 0.1324
Iteration 800: Current Loss = 351575.60234163405, T = 0.1301
Iteration 900: Current Loss = 351568.35493918136, T = 0.1281
Iteration 1000: Current Loss = 351568.35493918136, T = 0.1264
Optimization complete. Best Loss: 351568.35493918136 | Best Parameters: [1.85000000e+03 1.12325682e+00 2.00000000e+01]
Iteration 100: Current Loss = 359907.48040292086, T = 0.1781
Iteration 200: Current Loss = 359413.08561774465, T = 0.1586
Iteration 300: Current Loss = 359386.8726430987, T = 0.1491
Iteration 400: Current Loss = 358922.9583072615, T = 0.1430
Iteration 500: Current Loss = 358841.34848637483, T = 0.1386
Iteration 600: Current Loss = 358841.34848637483, T = 0.1352
Iteration 700: Current Loss = 358785.05967574293, T = 0.1324
Iteration 800: Current Loss = 358649.0690678251, T = 0.1301
Iteration 900: Current Loss = 358303.65781958826, T = 0.1281
Iteration 1000: Current Loss = 357881.46348275593, T = 0.1264
Optimization complete. Best Loss: 357881.46348275593 | Best Parameters: [1.86451773e+03 3.06468955e-01 5.81286762e+00]
Iteration 100: Current Loss = 367951.6968750455, T = 0.1781
Iteration 200: Current Loss = 367658.13173958997, T = 0.1586
Iteration 300: Current Loss = 367418.0395984204, T = 0.1491
Iteration 400: Current Loss = 367127.9785790409, T = 0.1430
Iteration 500: Current Loss = 366930.66594726825, T = 0.1386
Iteration 600: Current Loss = 366133.304022564, T = 0.1352
Iteration 700: Current Loss = 365412.0532233316, T = 0.1324
Iteration 800: Current Loss = 364725.46167861455, T = 0.1301
Iteration 900: Current Loss = 363847.4682933983, T = 0.1281
Iteration 1000: Current Loss = 362995.0781605442, T = 0.1264
Optimization complete. Best Loss: 362995.0781605442 | Best Parameters: [1.87642772e+03 6.03364680e-01 9.01598487e+00]
Iteration 100: Current Loss = 367937.71776455187, T = 0.1781
Iteration 200: Current Loss = 367547.9092660928, T = 0.1586
Iteration 300: Current Loss = 367144.5891345332, T = 0.1491
Iteration 400: Current Loss = 366723.1965650089, T = 0.1430
Iteration 500: Current Loss = 365751.87730709545, T = 0.1386
Iteration 600: Current Loss = 363547.2011229192, T = 0.1352
Iteration 700: Current Loss = 361767.46973764483, T = 0.1324
Iteration 800: Current Loss = 360183.0272435621, T = 0.1301
Iteration 900: Current Loss = 357812.69087258104, T = 0.1281
Iteration 1000: Current Loss = 355847.64405823074, T = 0.1264
Optimization complete. Best Loss: 355847.64405823074 | Best Parameters: [1.85947990e+03 8.46015674e-01 1.54238176e+01]
Iteration 100: Current Loss = 365978.25356581673, T = 0.1781
Iteration 200: Current Loss = 363464.58918108395, T = 0.1586
Iteration 300: Current Loss = 359731.40987931716, T = 0.1491
Iteration 400: Current Loss = 359607.3107642956, T = 0.1430
Iteration 500: Current Loss = 359465.8139273544, T = 0.1386
Iteration 600: Current Loss = 359049.75398856244, T = 0.1352
Iteration 700: Current Loss = 358758.73604581156, T = 0.1324
Iteration 800: Current Loss = 358415.4422158666, T = 0.1301
Iteration 900: Current Loss = 357989.90956893034, T = 0.1281
Iteration 1000: Current Loss = 357737.7964641475, T = 0.1264
Optimization complete. Best Loss: 357737.7964641475 | Best Parameters: [1.86422018e+03 2.94685094e-01 6.03025751e+00]
Iteration 100: Current Loss = 367417.63112003787, T = 0.1781
Iteration 200: Current Loss = 366989.92881572037, T = 0.1586
Iteration 300: Current Loss = 365982.73155509157, T = 0.1491
Iteration 400: Current Loss = 362704.67730123556, T = 0.1430
Iteration 500: Current Loss = 359748.5868705588, T = 0.1386
Iteration 600: Current Loss = 358100.52654398617, T = 0.1352
Iteration 700: Current Loss = 357059.97143362626, T = 0.1324
Iteration 800: Current Loss = 356112.7913132487, T = 0.1301
Iteration 900: Current Loss = 355439.5506755782, T = 0.1281
Iteration 1000: Current Loss = 353315.2634163473, T = 0.1264
Optimization complete. Best Loss: 353315.2634163473 | Best Parameters: [1.85339527e+03 5.49478929e-01 1.12374560e+01]
Iteration 100: Current Loss = 365207.24155193655, T = 0.1781
Iteration 200: Current Loss = 360099.1281122419, T = 0.1586
Iteration 300: Current Loss = 359264.34113185067, T = 0.1491
Iteration 400: Current Loss = 358969.5063097673, T = 0.1430
Iteration 500: Current Loss = 358579.4205529294, T = 0.1386
Iteration 600: Current Loss = 358192.829807412, T = 0.1352
Iteration 700: Current Loss = 358192.829807412, T = 0.1324
Iteration 800: Current Loss = 358111.71115199086, T = 0.1301
Iteration 900: Current Loss = 357644.40881162405, T = 0.1281
Iteration 1000: Current Loss = 356511.26021226804, T = 0.1264
Optimization complete. Best Loss: 356511.26021226804 | Best Parameters: [1.86035876e+03 4.51748775e-01 7.75526703e+00]
Iteration 100: Current Loss = 366907.1381211002, T = 0.1781
Iteration 200: Current Loss = 362352.4194750937, T = 0.1586
Iteration 300: Current Loss = 358459.06445573067, T = 0.1491
Iteration 400: Current Loss = 357961.48952697456, T = 0.1430
Iteration 500: Current Loss = 357392.163053199, T = 0.1386
Iteration 600: Current Loss = 357169.8226758982, T = 0.1352
Iteration 700: Current Loss = 355638.4971961549, T = 0.1324
Iteration 800: Current Loss = 353014.8413405388, T = 0.1301
Iteration 900: Current Loss = 351782.1340847018, T = 0.1281
Iteration 1000: Current Loss = 351730.78566240915, T = 0.1264
Optimization complete. Best Loss: 351730.78566240915 | Best Parameters: [1.85000000e+03 8.33209483e-01 1.55855249e+01]
Iteration 100: Current Loss = 367572.32222247944, T = 0.1781
Iteration 200: Current Loss = 367230.1505548187, T = 0.1586
Iteration 300: Current Loss = 366706.9993517498, T = 0.1491
Iteration 400: Current Loss = 364214.861799455, T = 0.1430
Iteration 500: Current Loss = 360452.5302146252, T = 0.1386
Iteration 600: Current Loss = 357969.49432390794, T = 0.1352
Iteration 700: Current Loss = 356398.78122117947, T = 0.1324
Iteration 800: Current Loss = 353940.6540960847, T = 0.1301
Iteration 900: Current Loss = 351985.60384685005, T = 0.1281
Iteration 1000: Current Loss = 351776.42333718576, T = 0.1264
Optimization complete. Best Loss: 351776.42333718576 | Best Parameters: [1.85002732e+03 8.02877771e-01 1.50810895e+01]
Iteration 100: Current Loss = 367788.15780534333, T = 0.1781
Iteration 200: Current Loss = 366669.3383623162, T = 0.1586
Iteration 300: Current Loss = 362844.4752111845, T = 0.1491
Iteration 400: Current Loss = 358853.68645615893, T = 0.1430
Iteration 500: Current Loss = 356191.1673882521, T = 0.1386
Iteration 600: Current Loss = 355534.7161299944, T = 0.1352
Iteration 700: Current Loss = 353782.73006904614, T = 0.1324
Iteration 800: Current Loss = 351815.3867995688, T = 0.1301
Iteration 900: Current Loss = 351735.18614564545, T = 0.1281
Iteration 1000: Current Loss = 351712.90661730146, T = 0.1264
Optimization complete. Best Loss: 351712.90661730146 | Best Parameters: [1.85000000e+03 8.72950409e-01 1.59075539e+01]
Iteration 100: Current Loss = 362005.20059763937, T = 0.1781
Iteration 200: Current Loss = 359642.92090981366, T = 0.1586
Iteration 300: Current Loss = 359066.46687169385, T = 0.1491
Iteration 400: Current Loss = 358518.9505833478, T = 0.1430
Iteration 500: Current Loss = 358518.9505833478, T = 0.1386
Iteration 600: Current Loss = 358461.7958857194, T = 0.1352
Iteration 700: Current Loss = 358310.4777781845, T = 0.1324
Iteration 800: Current Loss = 358147.5325140811, T = 0.1301
Iteration 900: Current Loss = 357486.3328402906, T = 0.1281
Iteration 1000: Current Loss = 356479.58979910007, T = 0.1264
Optimization complete. Best Loss: 356479.58979910007 | Best Parameters: [1.86005446e+03 3.86077571e-01 7.34482911e+00]
Iteration 100: Current Loss = 363481.90980114724, T = 0.1781
Iteration 200: Current Loss = 357997.62081703957, T = 0.1586
Iteration 300: Current Loss = 357453.30175131967, T = 0.1491
Iteration 400: Current Loss = 357275.3439829738, T = 0.1430
Iteration 500: Current Loss = 355793.4386140219, T = 0.1386
Iteration 600: Current Loss = 354626.670041867, T = 0.1352
Iteration 700: Current Loss = 352935.06151674106, T = 0.1324
Iteration 800: Current Loss = 352249.9764291311, T = 0.1301
Iteration 900: Current Loss = 351728.55943756964, T = 0.1281
Iteration 1000: Current Loss = 351655.9128507598, T = 0.1264
Optimization complete. Best Loss: 351655.9128507598 | Best Parameters: [1.85000000e+03 9.07532787e-01 1.70151027e+01]
Iteration 100: Current Loss = 362828.0179981576, T = 0.1781
Iteration 200: Current Loss = 358140.8040629558, T = 0.1586
Iteration 300: Current Loss = 356130.33117333346, T = 0.1491
Iteration 400: Current Loss = 354166.66205554426, T = 0.1430
Iteration 500: Current Loss = 352609.0593901348, T = 0.1386
Iteration 600: Current Loss = 351805.3378950295, T = 0.1352
Iteration 700: Current Loss = 351759.0579479789, T = 0.1324
Iteration 800: Current Loss = 351759.0579479789, T = 0.1301
Iteration 900: Current Loss = 351750.5497949443, T = 0.1281
Iteration 1000: Current Loss = 351633.96245130216, T = 0.1264
Optimization complete. Best Loss: 351633.96245130216 | Best Parameters: [1.85000000e+03 9.44531730e-01 1.75243837e+01]
Iteration 100: Current Loss = 368209.12808376993, T = 0.1781
Iteration 200: Current Loss = 361841.33407797833, T = 0.1586
Iteration 300: Current Loss = 358602.27692425717, T = 0.1491
Iteration 400: Current Loss = 358294.1904150082, T = 0.1430
Iteration 500: Current Loss = 357998.38405127503, T = 0.1386
Iteration 600: Current Loss = 356026.62673850835, T = 0.1352
Iteration 700: Current Loss = 353741.6037661641, T = 0.1324
Iteration 800: Current Loss = 351723.51272876986, T = 0.1301
Iteration 900: Current Loss = 351615.26345143875, T = 0.1281
Iteration 1000: Current Loss = 351600.69186264504, T = 0.1264
Optimization complete. Best Loss: 351600.69186264504 | Best Parameters: [1.85000000e+03 1.02441538e+00 1.85270960e+01]
Iteration 100: Current Loss = 363658.54116359423, T = 0.1781
Iteration 200: Current Loss = 359479.370239928, T = 0.1586
Iteration 300: Current Loss = 356794.9297902349, T = 0.1491
Iteration 400: Current Loss = 355187.2339204826, T = 0.1430
Iteration 500: Current Loss = 354568.4076681584, T = 0.1386
Iteration 600: Current Loss = 352761.0174800979, T = 0.1352
Iteration 700: Current Loss = 351846.1811211683, T = 0.1324
Iteration 800: Current Loss = 351754.9570069197, T = 0.1301
Iteration 900: Current Loss = 351754.9570069197, T = 0.1281
Iteration 1000: Current Loss = 351744.74093211204, T = 0.1264
Optimization complete. Best Loss: 351744.74093211204 | Best Parameters: [1.85000000e+03 8.52615604e-01 1.54625116e+01]
Iteration 100: Current Loss = 363098.2058968551, T = 0.1781
Iteration 200: Current Loss = 358744.7165693761, T = 0.1586
Iteration 300: Current Loss = 353884.4992402249, T = 0.1491
Iteration 400: Current Loss = 353486.7113834786, T = 0.1430
Iteration 500: Current Loss = 352955.892132517, T = 0.1386
Iteration 600: Current Loss = 352391.9155156646, T = 0.1352
Iteration 700: Current Loss = 351988.2252702896, T = 0.1324
Iteration 800: Current Loss = 351768.1529351405, T = 0.1301
Iteration 900: Current Loss = 351618.0671602691, T = 0.1281
Iteration 1000: Current Loss = 351583.7872151832, T = 0.1264
Optimization complete. Best Loss: 351583.7872151832 | Best Parameters: [1.85000000e+03 1.08675251e+00 1.92863664e+01]
Iteration 100: Current Loss = 360477.9259094491, T = 0.1781
Iteration 200: Current Loss = 359749.1896738677, T = 0.1586
Iteration 300: Current Loss = 359479.89150614536, T = 0.1491
Iteration 400: Current Loss = 359167.8287987775, T = 0.1430
Iteration 500: Current Loss = 357941.71110554325, T = 0.1386
Iteration 600: Current Loss = 356992.1106410893, T = 0.1352
Iteration 700: Current Loss = 353422.2541717254, T = 0.1324
Iteration 800: Current Loss = 351704.0695997979, T = 0.1301
Iteration 900: Current Loss = 351687.0741148725, T = 0.1281
Iteration 1000: Current Loss = 351645.3446609272, T = 0.1264
Optimization complete. Best Loss: 351645.3446609272 | Best Parameters: [1.85000000e+03 9.21255152e-01 1.74745961e+01]
Iteration 100: Current Loss = 359246.28881811, T = 0.1781
Iteration 200: Current Loss = 358381.7314167174, T = 0.1586
Iteration 300: Current Loss = 358244.4592966427, T = 0.1491
Iteration 400: Current Loss = 357655.42246618797, T = 0.1430
Iteration 500: Current Loss = 357287.07415473374, T = 0.1386
Iteration 600: Current Loss = 354881.4473656448, T = 0.1352
Iteration 700: Current Loss = 353440.638425195, T = 0.1324
Iteration 800: Current Loss = 352198.6364569069, T = 0.1301
Iteration 900: Current Loss = 351926.0482730488, T = 0.1281
Iteration 1000: Current Loss = 351650.3916553996, T = 0.1264
Optimization complete. Best Loss: 351650.3916553996 | Best Parameters: [1.85000000e+03 9.17256930e-01 1.75826947e+01]
Iteration 100: Current Loss = 361549.34974929295, T = 0.1781
Iteration 200: Current Loss = 359889.2498159909, T = 0.1586
Iteration 300: Current Loss = 359853.4230353752, T = 0.1491
Iteration 400: Current Loss = 359853.4230353752, T = 0.1430
Iteration 500: Current Loss = 359835.56143915973, T = 0.1386
Iteration 600: Current Loss = 359835.56143915973, T = 0.1352
Iteration 700: Current Loss = 359835.56143915973, T = 0.1324
Iteration 800: Current Loss = 359485.53008743154, T = 0.1301
Iteration 900: Current Loss = 359485.53008743154, T = 0.1281
Iteration 1000: Current Loss = 359485.53008743154, T = 0.1264
Optimization complete. Best Loss: 359485.53008743154 | Best Parameters: [1.86883017e+03 9.69594479e-02 2.42028755e+00]
Iteration 100: Current Loss = 359821.7708320895, T = 0.1781
Iteration 200: Current Loss = 353701.1977539893, T = 0.1586
Iteration 300: Current Loss = 353004.02630295214, T = 0.1491
Iteration 400: Current Loss = 352630.32293970586, T = 0.1430
Iteration 500: Current Loss = 352393.33677808417, T = 0.1386
Iteration 600: Current Loss = 352229.854214564, T = 0.1352
Iteration 700: Current Loss = 352066.6938883578, T = 0.1324
Iteration 800: Current Loss = 351813.0890692811, T = 0.1301
Iteration 900: Current Loss = 351706.71448127215, T = 0.1281
Iteration 1000: Current Loss = 351706.71448127215, T = 0.1264
Optimization complete. Best Loss: 351706.71448127215 | Best Parameters: [1.85000000e+03 8.54722638e-01 1.59677286e+01]
Iteration 100: Current Loss = 366077.9751841153, T = 0.1781
Iteration 200: Current Loss = 355220.1057597611, T = 0.1586
Iteration 300: Current Loss = 353701.12317541154, T = 0.1491
Iteration 400: Current Loss = 353699.10952012596, T = 0.1430
Iteration 500: Current Loss = 352857.15957144176, T = 0.1386
Iteration 600: Current Loss = 352210.4037333836, T = 0.1352
Iteration 700: Current Loss = 352134.3159579145, T = 0.1324
Iteration 800: Current Loss = 351726.95637392503, T = 0.1301
Iteration 900: Current Loss = 351626.56029639026, T = 0.1281
Iteration 1000: Current Loss = 351581.4642555796, T = 0.1264
