Iteration 100: Current Loss = 392166.288304943, T = 0.1781
Iteration 1000: Current Loss = 357641.73436310026, T = 0.1264
Optimization complete. Best Loss: 357641.73436310026 | Best Parameters: [1.86334512e+03 3.00058311e-01 5.79453921e+00]
Iteration 100: Current Loss = 389092.7207175924, T = 0.1781
Iteration 200: Current Loss = 387512.92634610384, T = 0.1586
Iteration 300: Current Loss = 387118.8871361938, T = 0.1491
Iteration 400: Current Loss = 386428.1423457051, T = 0.1430
Iteration 500: Current Loss = 384214.6852810356, T = 0.1386
Iteration 600: Current Loss = 382568.0861941014, T = 0.1352
Iteration 700: Current Loss = 380831.773166554, T = 0.1324
Iteration 800: Current Loss = 378364.41440988943, T = 0.1301
Iteration 900: Current Loss = 377026.81641295674, T = 0.1281
Iteration 1000: Current Loss = 375376.1878819094, T = 0.1264
Optimization complete. Best Loss: 375376.1878819094 | Best Parameters: [1.91368023e+03 1.06512580e+00 2.00000000e+01]
Iteration 100: Current Loss = 387240.2747421198, T = 0.1781
Iteration 200: Current Loss = 387240.2747421198, T = 0.1586
Iteration 300: Current Loss = 387140.4752945573, T = 0.1491
Iteration 400: Current Loss = 384978.78640241636, T = 0.1430
Iteration 500: Current Loss = 382647.031293553, T = 0.1386
Iteration 600: Current Loss = 382132.58360162174, T = 0.1352
Iteration 700: Current Loss = 381492.54889226524, T = 0.1324
Iteration 800: Current Loss = 378057.2267644171, T = 0.1301
Iteration 900: Current Loss = 377712.6645301841, T = 0.1281
Iteration 1000: Current Loss = 377184.78787804017, T = 0.1264
Optimization complete. Best Loss: 377184.78787804017 | Best Parameters: [1.91987507e+03 1.01737033e+00 2.00000000e+01]
Iteration 100: Current Loss = 389305.7979551409, T = 0.1781
Iteration 200: Current Loss = 388628.3439450854, T = 0.1586
Iteration 300: Current Loss = 386844.3562313846, T = 0.1491
Iteration 400: Current Loss = 385554.4074560153, T = 0.1430
Iteration 500: Current Loss = 384007.9649677031, T = 0.1386
Iteration 600: Current Loss = 381889.940859515, T = 0.1352
Iteration 700: Current Loss = 379501.55065250583, T = 0.1324
Iteration 800: Current Loss = 377999.306221065, T = 0.1301
Iteration 900: Current Loss = 376525.0288468741, T = 0.1281
Iteration 1000: Current Loss = 375032.7345281001, T = 0.1264
Optimization complete. Best Loss: 375032.7345281001 | Best Parameters: [1.91214833e+03 1.28821871e+00 2.00000000e+01]
Iteration 100: Current Loss = 389104.1777389301, T = 0.1781
Iteration 200: Current Loss = 389088.97023012635, T = 0.1586
Iteration 300: Current Loss = 388747.228940079, T = 0.1491
Iteration 400: Current Loss = 388293.6069953558, T = 0.1430
Iteration 500: Current Loss = 388293.6069953558, T = 0.1386
Iteration 600: Current Loss = 388089.3118763699, T = 0.1352
Iteration 700: Current Loss = 388089.3118763699, T = 0.1324
Iteration 800: Current Loss = 388063.81615514867, T = 0.1301
Iteration 900: Current Loss = 388063.81615514867, T = 0.1281
Iteration 1000: Current Loss = 387897.60326327756, T = 0.1264
Optimization complete. Best Loss: 387897.60326327756 | Best Parameters: [1.94414233e+03 1.46570437e-01 3.94290426e+00]
Iteration 100: Current Loss = 383461.1610904615, T = 0.1781
Iteration 200: Current Loss = 375344.9927440963, T = 0.1586
Iteration 300: Current Loss = 366316.3467019296, T = 0.1491
Iteration 400: Current Loss = 358954.025871157, T = 0.1430
Iteration 500: Current Loss = 356118.9324437897, T = 0.1386
Iteration 600: Current Loss = 353930.66969242867, T = 0.1352
Iteration 700: Current Loss = 353672.57688574184, T = 0.1324
Iteration 800: Current Loss = 352202.332991583, T = 0.1301
Iteration 900: Current Loss = 351887.2174081975, T = 0.1281
Iteration 1000: Current Loss = 351804.2510941873, T = 0.1264
Optimization complete. Best Loss: 351804.2510941873 | Best Parameters: [1.85000000e+03 8.12340734e-01 1.47219519e+01]
Iteration 100: Current Loss = 388837.8374422829, T = 0.1781
Iteration 200: Current Loss = 388837.8374422829, T = 0.1586
Iteration 300: Current Loss = 388090.0509477983, T = 0.1491
Iteration 400: Current Loss = 387466.36894544103, T = 0.1430
Iteration 500: Current Loss = 387296.32449176954, T = 0.1386
Iteration 600: Current Loss = 386867.82358012453, T = 0.1352
Iteration 700: Current Loss = 386293.4779211022, T = 0.1324
Iteration 800: Current Loss = 386054.74104293337, T = 0.1301
Iteration 900: Current Loss = 385669.3346631718, T = 0.1281
Iteration 1000: Current Loss = 385197.6143699014, T = 0.1264
Optimization complete. Best Loss: 385197.6143699014 | Best Parameters: [1.93869043e+03 4.78364812e-01 1.06117740e+01]
Iteration 100: Current Loss = 387283.1506371879, T = 0.1781
Iteration 200: Current Loss = 385760.0772803551, T = 0.1586
Iteration 300: Current Loss = 384604.7719190301, T = 0.1491
Iteration 400: Current Loss = 380799.22430597263, T = 0.1430
Iteration 500: Current Loss = 379823.5022020327, T = 0.1386
Iteration 600: Current Loss = 378578.83018385904, T = 0.1352
Iteration 700: Current Loss = 377494.32326986233, T = 0.1324
Iteration 800: Current Loss = 375975.94669927895, T = 0.1301
Iteration 900: Current Loss = 374362.4232795309, T = 0.1281
Iteration 1000: Current Loss = 373019.7970566601, T = 0.1264
Optimization complete. Best Loss: 373019.7970566601 | Best Parameters: [1.90531218e+03 1.19397521e+00 1.82357697e+01]
Iteration 100: Current Loss = 387290.68799076497, T = 0.1781
Iteration 200: Current Loss = 387014.2262048317, T = 0.1586
Iteration 300: Current Loss = 386729.34089392034, T = 0.1491
Iteration 400: Current Loss = 385461.2657290732, T = 0.1430
Iteration 500: Current Loss = 384030.959563953, T = 0.1386
Iteration 600: Current Loss = 382441.5786208648, T = 0.1352
Iteration 700: Current Loss = 381912.9286072375, T = 0.1324
Iteration 800: Current Loss = 379844.3044106858, T = 0.1301
Iteration 900: Current Loss = 376371.88785958133, T = 0.1281
Iteration 1000: Current Loss = 370713.936679437, T = 0.1264
Optimization complete. Best Loss: 370713.936679437 | Best Parameters: [1.89655619e+03 6.38789354e-01 1.17835926e+01]
Iteration 100: Current Loss = 388015.1222276664, T = 0.1781
Iteration 200: Current Loss = 387798.7805945517, T = 0.1586
Iteration 300: Current Loss = 386923.7488659951, T = 0.1491
Iteration 400: Current Loss = 383856.5712024831, T = 0.1430
Iteration 500: Current Loss = 382088.7156461986, T = 0.1386
Iteration 600: Current Loss = 378774.95590423566, T = 0.1352
Iteration 700: Current Loss = 378145.916516862, T = 0.1324
Iteration 800: Current Loss = 376233.62245958165, T = 0.1301
Iteration 900: Current Loss = 374926.829681105, T = 0.1281
Iteration 1000: Current Loss = 372977.84772547544, T = 0.1264
Optimization complete. Best Loss: 372977.84772547544 | Best Parameters: [1.90605166e+03 1.23605110e+00 2.00000000e+01]
Iteration 100: Current Loss = 380488.3971911492, T = 0.1781
Iteration 200: Current Loss = 373489.38948041375, T = 0.1586
Iteration 300: Current Loss = 370568.09613848844, T = 0.1491
Iteration 400: Current Loss = 368148.2614742258, T = 0.1430
Iteration 500: Current Loss = 363067.43443558906, T = 0.1386
Iteration 600: Current Loss = 356936.96674996713, T = 0.1352
Iteration 700: Current Loss = 351997.1944495642, T = 0.1324
Iteration 800: Current Loss = 351659.0615149321, T = 0.1301
Iteration 900: Current Loss = 351601.4992960141, T = 0.1281
Iteration 1000: Current Loss = 351581.3165258638, T = 0.1264
Optimization complete. Best Loss: 351581.3165258638 | Best Parameters: [1.85000000e+03 1.06987697e+00 1.93483029e+01]
Iteration 100: Current Loss = 388986.44214884326, T = 0.1781
Iteration 200: Current Loss = 388102.286225206, T = 0.1586
Iteration 300: Current Loss = 387462.93212957704, T = 0.1491
Iteration 400: Current Loss = 387462.93212957704, T = 0.1430
Iteration 500: Current Loss = 386056.1393788269, T = 0.1386
Iteration 600: Current Loss = 385210.8076131318, T = 0.1352
Iteration 700: Current Loss = 382865.2898680369, T = 0.1324
Iteration 800: Current Loss = 381216.54866854456, T = 0.1301
Iteration 900: Current Loss = 380234.3881819893, T = 0.1281
Iteration 1000: Current Loss = 379303.3666933864, T = 0.1264
Optimization complete. Best Loss: 379303.3666933864 | Best Parameters: [1.92612796e+03 9.51512856e-01 1.91061232e+01]
Iteration 100: Current Loss = 388655.6234265083, T = 0.1781
Iteration 200: Current Loss = 388634.96993419493, T = 0.1586
Iteration 300: Current Loss = 387324.8502903719, T = 0.1491
Iteration 400: Current Loss = 386597.8443636359, T = 0.1430
Iteration 500: Current Loss = 385283.39394000516, T = 0.1386
Iteration 600: Current Loss = 383215.22018305626, T = 0.1352
Iteration 700: Current Loss = 380523.25176590093, T = 0.1324
Iteration 800: Current Loss = 377718.2780170164, T = 0.1301
Iteration 900: Current Loss = 376933.66579231445, T = 0.1281
Iteration 1000: Current Loss = 374568.1412464013, T = 0.1264
Optimization complete. Best Loss: 374568.1412464013 | Best Parameters: [1.91025906e+03 1.41289222e+00 2.00000000e+01]
Iteration 100: Current Loss = 391740.2982706, T = 0.1781
Iteration 200: Current Loss = 391183.4927812853, T = 0.1586
Iteration 300: Current Loss = 391040.22005286714, T = 0.1491
Iteration 400: Current Loss = 390925.6002190544, T = 0.1430
Iteration 500: Current Loss = 390874.5771573773, T = 0.1386
Iteration 600: Current Loss = 390800.14606005076, T = 0.1352
Iteration 700: Current Loss = 390753.36556106067, T = 0.1324
Iteration 800: Current Loss = 390667.02150898386, T = 0.1301
Iteration 900: Current Loss = 390580.5807859594, T = 0.1281
Iteration 1000: Current Loss = 390486.50887663255, T = 0.1264
Optimization complete. Best Loss: 390486.50887663255 | Best Parameters: [1.95302082e+03 1.89363714e-01 4.94561997e+00]
Iteration 100: Current Loss = 390254.4838286386, T = 0.1781
Iteration 200: Current Loss = 389092.49467861076, T = 0.1586
Iteration 300: Current Loss = 388795.56023906375, T = 0.1491
Iteration 400: Current Loss = 388248.56234251475, T = 0.1430
Iteration 500: Current Loss = 388034.2722873466, T = 0.1386
Iteration 600: Current Loss = 387502.15967157675, T = 0.1352
Iteration 700: Current Loss = 387357.7743564831, T = 0.1324
Iteration 800: Current Loss = 387180.89608284144, T = 0.1301
Iteration 900: Current Loss = 387029.48104124225, T = 0.1281
Iteration 1000: Current Loss = 386983.56694582844, T = 0.1264
Optimization complete. Best Loss: 386983.56694582844 | Best Parameters: [1.94163568e+03 3.09223091e-01 6.08298964e+00]
Iteration 100: Current Loss = 391175.31193795084, T = 0.1781
Iteration 200: Current Loss = 390952.52092196787, T = 0.1586
Iteration 300: Current Loss = 390920.9862860096, T = 0.1491
Iteration 400: Current Loss = 390650.7374186602, T = 0.1430
Iteration 500: Current Loss = 390642.0591684789, T = 0.1386
Iteration 600: Current Loss = 390642.0591684789, T = 0.1352
Iteration 700: Current Loss = 390495.72490448557, T = 0.1324
Iteration 800: Current Loss = 390462.53497928113, T = 0.1301
Iteration 900: Current Loss = 390202.0880884371, T = 0.1281
Iteration 1000: Current Loss = 389812.43742667383, T = 0.1264
Optimization complete. Best Loss: 389812.43742667383 | Best Parameters: [1.95045003e+03 2.99131681e-01 6.92668252e+00]
Iteration 100: Current Loss = 390926.3623907855, T = 0.1781
Iteration 200: Current Loss = 390873.595059182, T = 0.1586
Iteration 300: Current Loss = 390764.52124746586, T = 0.1491
Iteration 400: Current Loss = 390726.6975795255, T = 0.1430
Iteration 500: Current Loss = 390607.4437492928, T = 0.1386
Iteration 600: Current Loss = 390504.26072627783, T = 0.1352
Iteration 700: Current Loss = 390422.91570944135, T = 0.1324
Iteration 800: Current Loss = 389957.5750873798, T = 0.1301
Iteration 900: Current Loss = 389302.9847359449, T = 0.1281
Iteration 1000: Current Loss = 389026.6958988853, T = 0.1264
Optimization complete. Best Loss: 389026.6958988853 | Best Parameters: [1.94759013e+03 3.63749246e-01 7.89425252e+00]
Iteration 100: Current Loss = 391109.9791748529, T = 0.1781
Iteration 200: Current Loss = 390780.1179242272, T = 0.1586
Iteration 300: Current Loss = 390780.1179242272, T = 0.1491
Iteration 400: Current Loss = 390343.3935068495, T = 0.1430
Iteration 500: Current Loss = 390343.3935068495, T = 0.1386
Iteration 600: Current Loss = 390343.3935068495, T = 0.1352
Iteration 700: Current Loss = 390343.3935068495, T = 0.1324
Iteration 800: Current Loss = 390282.53560701373, T = 0.1301
Iteration 900: Current Loss = 389955.1030285556, T = 0.1281
Iteration 1000: Current Loss = 389637.52784642746, T = 0.1264
Optimization complete. Best Loss: 389637.52784642746 | Best Parameters: [1.94996604e+03 3.38911556e-01 7.58241799e+00]
Iteration 100: Current Loss = 387617.0126338665, T = 0.1781
Iteration 200: Current Loss = 387339.1589168638, T = 0.1586
Iteration 300: Current Loss = 386561.50339677813, T = 0.1491
Iteration 400: Current Loss = 385462.56637782045, T = 0.1430
Iteration 500: Current Loss = 384373.1068662748, T = 0.1386
Iteration 600: Current Loss = 382912.21497425163, T = 0.1352
Iteration 700: Current Loss = 381456.76520982094, T = 0.1324
Iteration 800: Current Loss = 380801.48280427826, T = 0.1301
Iteration 900: Current Loss = 379551.3607992076, T = 0.1281
Iteration 1000: Current Loss = 378656.48263885616, T = 0.1264
Optimization complete. Best Loss: 378656.48263885616 | Best Parameters: [1.92327540e+03 9.82949577e-01 1.79050417e+01]
Iteration 100: Current Loss = 391480.051614474, T = 0.1781
Iteration 200: Current Loss = 390835.3262911822, T = 0.1586
Iteration 300: Current Loss = 390835.3262911822, T = 0.1491
Iteration 400: Current Loss = 390749.19646152295, T = 0.1430
Iteration 500: Current Loss = 390749.19646152295, T = 0.1386
Iteration 600: Current Loss = 390247.96291277197, T = 0.1352
Iteration 700: Current Loss = 390029.8324491073, T = 0.1324
Iteration 800: Current Loss = 390017.9277283211, T = 0.1301
Iteration 900: Current Loss = 389817.1586548051, T = 0.1281
Iteration 1000: Current Loss = 389591.26085264, T = 0.1264
Optimization complete. Best Loss: 389591.26085264 | Best Parameters: [1.94943723e+03 3.09482973e-01 7.30604454e+00]
Iteration 100: Current Loss = 391131.05710529385, T = 0.1781
Iteration 200: Current Loss = 390891.3729774739, T = 0.1586
Iteration 300: Current Loss = 390593.4977094245, T = 0.1491
Iteration 400: Current Loss = 390419.57878798863, T = 0.1430
Iteration 500: Current Loss = 390354.2495801847, T = 0.1386
Iteration 600: Current Loss = 390354.1652040021, T = 0.1352
Iteration 700: Current Loss = 390335.8848055246, T = 0.1324
Iteration 800: Current Loss = 390207.1624930579, T = 0.1301
Iteration 900: Current Loss = 390150.9330657509, T = 0.1281
Iteration 1000: Current Loss = 389769.8049139897, T = 0.1264
Optimization complete. Best Loss: 389769.8049139897 | Best Parameters: [1.95001292e+03 3.46375337e-01 7.10507043e+00]
Iteration 100: Current Loss = 390541.88177618117, T = 0.1781
Iteration 200: Current Loss = 390285.7645302207, T = 0.1586
Iteration 300: Current Loss = 390244.9890938011, T = 0.1491
Iteration 400: Current Loss = 390066.69185048895, T = 0.1430
Iteration 500: Current Loss = 390066.3555625698, T = 0.1386
Iteration 600: Current Loss = 389788.1623749846, T = 0.1352
Iteration 700: Current Loss = 388370.5166919242, T = 0.1324
Iteration 800: Current Loss = 387680.91496410617, T = 0.1301
Iteration 900: Current Loss = 384582.6938139932, T = 0.1281
Iteration 1000: Current Loss = 381988.4982699823, T = 0.1264
Optimization complete. Best Loss: 381988.4982699823 | Best Parameters: [1.93162962e+03 6.53821588e-01 1.48701033e+01]
Iteration 100: Current Loss = 390934.0688149779, T = 0.1781
Iteration 200: Current Loss = 390934.0688149779, T = 0.1586
Iteration 300: Current Loss = 390422.62974209257, T = 0.1491
Iteration 400: Current Loss = 389706.6210181193, T = 0.1430
Iteration 500: Current Loss = 389514.6194378273, T = 0.1386
Iteration 600: Current Loss = 388080.30645286245, T = 0.1352
Iteration 700: Current Loss = 387768.33438324294, T = 0.1324
Iteration 800: Current Loss = 386936.50036409416, T = 0.1301
Iteration 900: Current Loss = 386190.8935257614, T = 0.1281
Iteration 1000: Current Loss = 385288.11748467915, T = 0.1264
Optimization complete. Best Loss: 385288.11748467915 | Best Parameters: [1.93771756e+03 4.14053804e-01 9.47491953e+00]
Iteration 100: Current Loss = 390294.54674160125, T = 0.1781
Iteration 200: Current Loss = 389826.8747260623, T = 0.1586
Iteration 300: Current Loss = 388358.513395337, T = 0.1491
Iteration 400: Current Loss = 387031.2414037338, T = 0.1430
Iteration 500: Current Loss = 384599.02638791257, T = 0.1386
Iteration 600: Current Loss = 381845.48062806873, T = 0.1352
Iteration 700: Current Loss = 380389.6730064072, T = 0.1324
Iteration 800: Current Loss = 378804.3302116947, T = 0.1301
Iteration 900: Current Loss = 377054.2213550775, T = 0.1281
Iteration 1000: Current Loss = 375895.6333230068, T = 0.1264
Optimization complete. Best Loss: 375895.6333230068 | Best Parameters: [1.91487468e+03 1.26738300e+00 2.00000000e+01]
Iteration 100: Current Loss = 388478.4086392601, T = 0.1781
Iteration 200: Current Loss = 388064.9303014311, T = 0.1586
Iteration 300: Current Loss = 387943.94902485143, T = 0.1491
Iteration 400: Current Loss = 387916.0321016298, T = 0.1430
Iteration 500: Current Loss = 387606.0608147479, T = 0.1386
Iteration 600: Current Loss = 387352.9392814658, T = 0.1352
Iteration 700: Current Loss = 387307.26080020785, T = 0.1324
Iteration 800: Current Loss = 386871.1474914947, T = 0.1301
Iteration 900: Current Loss = 386627.18093731627, T = 0.1281
Iteration 1000: Current Loss = 385427.4919522126, T = 0.1264
Optimization complete. Best Loss: 385427.4919522126 | Best Parameters: [1.93844708e+03 4.93176435e-01 9.41743723e+00]
Iteration 100: Current Loss = 384713.8030991366, T = 0.1781
Iteration 200: Current Loss = 384171.7999490224, T = 0.1586
Iteration 300: Current Loss = 382947.29614673526, T = 0.1491
Iteration 400: Current Loss = 380632.18400826165, T = 0.1430
Iteration 500: Current Loss = 378537.0976043818, T = 0.1386
Iteration 600: Current Loss = 376127.5089987478, T = 0.1352
Iteration 700: Current Loss = 374262.3217049216, T = 0.1324
Iteration 800: Current Loss = 374001.95884185104, T = 0.1301
Iteration 900: Current Loss = 371910.1650131354, T = 0.1281
Iteration 1000: Current Loss = 368427.32995003695, T = 0.1264
Optimization complete. Best Loss: 368427.32995003695 | Best Parameters: [1.89179433e+03 1.08529495e+00 1.75716156e+01]
Iteration 100: Current Loss = 385010.99436405674, T = 0.1781
Iteration 200: Current Loss = 384153.42867382127, T = 0.1586
Iteration 300: Current Loss = 384138.2168381621, T = 0.1491
Iteration 400: Current Loss = 381805.48520409036, T = 0.1430
Iteration 500: Current Loss = 380540.40228472743, T = 0.1386
Iteration 600: Current Loss = 378897.29245534923, T = 0.1352
Iteration 700: Current Loss = 377337.67854211206, T = 0.1324
Iteration 800: Current Loss = 375426.9623410347, T = 0.1301
Iteration 900: Current Loss = 373463.71748321434, T = 0.1281
Iteration 1000: Current Loss = 371618.44646671973, T = 0.1264
Optimization complete. Best Loss: 371618.44646671973 | Best Parameters: [1.90006804e+03 1.44385602e+00 1.65987731e+01]
Iteration 100: Current Loss = 383529.83621871466, T = 0.1781
Iteration 200: Current Loss = 378349.7707453079, T = 0.1586
Iteration 300: Current Loss = 374397.3816925645, T = 0.1491
Iteration 400: Current Loss = 364358.41759635456, T = 0.1430
Iteration 500: Current Loss = 360752.5329912141, T = 0.1386
Iteration 600: Current Loss = 357117.7107348405, T = 0.1352
Iteration 700: Current Loss = 354475.2517229926, T = 0.1324
Iteration 800: Current Loss = 352629.7748932075, T = 0.1301
Iteration 900: Current Loss = 351880.52551607863, T = 0.1281
Iteration 1000: Current Loss = 351880.52551607863, T = 0.1264
Optimization complete. Best Loss: 351880.52551607863 | Best Parameters: [1.85000000e+03 7.22270925e-01 1.38670701e+01]
Iteration 100: Current Loss = 389176.63581528974, T = 0.1781
Iteration 200: Current Loss = 388769.62592918146, T = 0.1586
Iteration 300: Current Loss = 388669.4533818134, T = 0.1491
Iteration 400: Current Loss = 388331.21310121514, T = 0.1430
Iteration 500: Current Loss = 388072.14568942395, T = 0.1386
Iteration 600: Current Loss = 388072.14568942395, T = 0.1352
Iteration 700: Current Loss = 388013.8007186921, T = 0.1324
Iteration 800: Current Loss = 387794.17400799197, T = 0.1301
Iteration 900: Current Loss = 385492.8177678439, T = 0.1281
Iteration 1000: Current Loss = 384011.3280668517, T = 0.1264
Optimization complete. Best Loss: 384011.3280668517 | Best Parameters: [1.93615747e+03 6.24101060e-01 1.22230061e+01]
Iteration 100: Current Loss = 391640.8513025507, T = 0.1781
Iteration 200: Current Loss = 391640.8513025507, T = 0.1586
Iteration 300: Current Loss = 391640.8513025507, T = 0.1491
Iteration 400: Current Loss = 391640.8513025507, T = 0.1430
Iteration 500: Current Loss = 390900.20460475585, T = 0.1386
Iteration 600: Current Loss = 390900.20460475585, T = 0.1352
Iteration 700: Current Loss = 390900.20460475585, T = 0.1324
Iteration 800: Current Loss = 390900.20460475585, T = 0.1301
Iteration 900: Current Loss = 390900.20460475585, T = 0.1281
Iteration 1000: Current Loss = 390900.20460475585, T = 0.1264
Optimization complete. Best Loss: 390900.20460475585 | Best Parameters: [1.95426298e+03 1.32963771e-01 3.87849827e+00]
Iteration 100: Current Loss = 390103.76163575053, T = 0.1781
Iteration 200: Current Loss = 390103.76163575053, T = 0.1586
Iteration 300: Current Loss = 388961.5546573498, T = 0.1491
Iteration 400: Current Loss = 387720.9046381452, T = 0.1430
Iteration 500: Current Loss = 386271.88784399757, T = 0.1386
Iteration 600: Current Loss = 384087.77812142065, T = 0.1352
Iteration 700: Current Loss = 382512.34829226637, T = 0.1324
Iteration 800: Current Loss = 381507.8121494797, T = 0.1301
Iteration 900: Current Loss = 378951.97255633044, T = 0.1281
Iteration 1000: Current Loss = 377831.51493692317, T = 0.1264
Optimization complete. Best Loss: 377831.51493692317 | Best Parameters: [1.92183472e+03 9.60703012e-01 2.00000000e+01]
Iteration 100: Current Loss = 383752.2535788906, T = 0.1781
Iteration 200: Current Loss = 383434.94387040014, T = 0.1586
Iteration 300: Current Loss = 381891.11063385487, T = 0.1491
Iteration 400: Current Loss = 380301.0680065921, T = 0.1430
Iteration 500: Current Loss = 377559.0812050723, T = 0.1386
Iteration 600: Current Loss = 375136.3564066244, T = 0.1352
Iteration 700: Current Loss = 372414.31602949114, T = 0.1324
Iteration 800: Current Loss = 369161.93339507235, T = 0.1301
Iteration 900: Current Loss = 364558.06573190674, T = 0.1281
Iteration 1000: Current Loss = 360631.06689307897, T = 0.1264
